case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label,claude_hostility,claude_question_type,gpt_hostility,gpt_question_type
2010_09-11311,j__elena_kagan,212,"But as a vehicular flight only, it would be greater or lesser.",jeffrey_b_wall,"Well, the element of (B) that's different, Justice Sotomayor, is the ""while committing any offense described in subsection (A). "" So you can be resisting an officer or you can be obstructing the service of process and you can endanger someone in various ways, including with a vehicle, and you will have violated (B), and you can be prosecuted for that, and there are cases in Indiana like that. And you have not -- you have not been fleeing in a vehicle from an officer at any point, so you haven't violated (A). So the existence of the other prong there -- that's what I was trying to get into with Justice Kagan -- means that this is not a greater or lesser under Schmuck.",1.0,1,,,5,CLARIFYING
2010_09-11556,j__elena_kagan,54,"Ms. Schwarz, suppose--",kristina_schwarz,"--Because of the statutory rights, the Court -- because they now know that he has no license to drive, so either the car will -- if there's another person who can properly take possession of the vehicle, then that person can drive off with the car. But the Petitioner himself, who doesn't have a valid license, he can't get back in the car.",0.0,0,,,4,HYPOTHETICAL
2010_09-11556,j__elena_kagan,56,--I'm sorry.,kristina_schwarz,And--,0.0,0,,,4,CLARIFYING
2010_09-11556,j__elena_kagan,58,"Ms. Schwarz, suppose the police arrest the guy, find out who he is, don't -- stop the guy, find out who he is, don't arrest him, but then now they know that this is the kind of guy who drives without a license. And so they go to his house the next day and they see him getting back in the car. Could they arrest him then?",kristina_schwarz,"--Well, I'm done.",0.0,0,,,4,HYPOTHETICAL
2010_09-11556,j__elena_kagan,60,So the re-offense -- the re-offense just cuts off the original taint?,kristina_schwarz,"Justice Kagan, I think the answer would be yes, and the reason why is because if they see him on a subsequent occasion and they're seeing him re-offend, that would attenuate the taint of the first--",0.0,0,,,4,CLARIFYING
2010_09-11556,j__elena_kagan,82,"Because you could say that if he got back in the car right after the stop, if the police for some reason did not impound the car and he got back in the car, that's another offense, and so by your theory, then they could properly arrest him and use all of this knowledge in a prosecution?",kristina_schwarz,"Well, that would be -- attenuation would be evaluated on a case-by-case basis, Justice Ginsburg, but I would think if, even an hour later, if the Petitioner brazenly drove by those same officers, you know, thumbing his nose at them, hi, that would be -- attenuation analysis would apply at that point.",0.0,0,,,5,HYPOTHETICAL
2010_09-11556,j__elena_kagan,134,"So, Ms. Halligan, suppose -- you're suggesting there should be an exception for knowledge of identity. Suppose there were a clearly illegal search and the government is looking for a head of some kind of criminal syndicate and knows this only by an alias, all right; and -- and finds out as a result of this illegal search -- pick your -- pick your alias, you know, John Smith -- finds out, you know -- finds out that this person whose house they're searching is John Smith, is the head of this criminal syndicate. Can the government then use that knowledge of identity, knowledge that this person goes under this alias, in order to build a case around this guy?",caitlin_j_halligan,"I think it is the same in terms of what the Fourth Amendment requires, and Delaware v. Prouse holds that. We're not taking issue with that or asking this Court to retreat from that. What we are saying is that where all that is elicited is the name, it's not appropriate to apply the exclusionary rule, which is a very distinct question.",1.0,0,,,5,HYPOTHETICAL
2010_09-11556,j__elena_kagan,136,"No, they find out this person's alias as the result of the illegal search, and that allows them to build a substantial criminal case.",caitlin_j_halligan,"In your hypothetical I'm not sure whether there would be any Fifth Amendment issues that would be at play, but--",1.0,0,,,5,HYPOTHETICAL
2010_09-11556,j__elena_kagan,138,"So there's a diary, and it says: I am John Smith. That's Keyser Soze. [Laughter] I am Keyser Soze. That would not be suppressible?",caitlin_j_halligan,"--If all that is obtained is the name, then the exclusionary rule should not be applied.",1.0,0,,,5,HYPOTHETICAL
2010_09-11556,j__elena_kagan,172,"I think that that's not right, Ms. Halligan, because the search is the poisonous tree. Now, it might be that the name can't be suppressed, but it still might be that everything that's discovered as a result of knowing the name, which would never be discovered unless the search had taken place, could be suppressible.",caitlin_j_halligan,"I think it's very different than when you have drugs in a car which could clearly be subject to suppression. All that you have here, first of all, that's elicited, is the name. The name itself is not subject to suppression, nor did the defendant seek to have it suppressed, as the court of appeals observed. And so that should be the end of the inquiry. If the antecedent piece of evidence is not subject to suppression then there's no poison that can flow from that to contaminate anything like the DMV record.",1.0,0,,,6,CHALLENGING
2010_09-11556,j__elena_kagan,174,Why does it--,caitlin_j_halligan,"Two points, Justice Kagan. I believe, first of all, that if the name is not suppressed and then something flows from the name, I don't think that you can skip that step and then suppress something that comes further down the road. But, secondly, the fact that these records were already in the government's possession is precisely what takes this outside the scope of the fruits doctrine. The fruits -- fruits doctrine has been held to apply repeatedly in cases where the evidence is in some sense the product of the illegal government activity. These records are simply not the product of any government activity.",1.0,0,,,4,CLARIFYING
2010_09-11556,j__elena_kagan,203,"--Your government records argument, is it limited to New York City records or does it also apply to FBI records, to records of other cities and states which, presumably, would be available on a reciprocal basis?",caitlin_j_halligan,"--Frankly, I think that's a difficult question, Your Honor. There are certain entities to which driving records can be disclosed pursuant to the Federal Driver's Privacy Protection Act, and there are also certain restrictions. So I think the answer to your question would depend on who was asking. But they are certainly the administrative adjudications that are made by a judge in traffic court, and in that sense, they are every bit as valid a record as the decision of any other court. There are simply certain protections with regard to DMV records specifically.",1.0,0,,,4,CLARIFYING
2010_09-11556,j__elena_kagan,228,How about private databases that are going to be available to the government upon request?,pratik_shah,"I think it could. I think it would depend on the arrangement. If it's a fully reciprocal arrangement that effectively allows the State full access to those records, then I think it may be tantamount to the State having effective possession.",2.0,0,,,4,HYPOTHETICAL
2010_09-11556,j__elena_kagan,258,"Mr. Shah, how would you think about this problem? Suppose the police start stopping people and rather than asking for your name, they take a blood sample, they prick your finger, and then they take that blood and they look in their very extensive DNA databases, and they discover, oh, this is a guy who, you know, did these various terrible things, and start building cases. Would that be all right?",pratik_shah,"Yes -- yes, Your Honor, we would say that a name is different, that it's not suppressible, and we would rely on the language this Court used in Lopez-Mendoza, which says the respondent's body or identity is never suppressible, even if it's obtained as a result of an illegal search, seizure or interrogation. We think name is -- is part and parcel of a defendant's identity, and that it has a special status within -- within the criminal justice system.",2.0,0,,,5,HYPOTHETICAL
2010_09-1163,j__elena_kagan,98,"So can we talk about that reading, Mr. Yang? Let's talk about the meaning of the statute. The key word, key term, is ""personnel rules and practices"". If I said to you, what's a personnel file, what would you say?",anthony_a_yang,"I don't believe that we are asking the Court to torture the language of FOIA. We think that we have a fair reading, by no means an unambiguous reading of the statute, but a fair reading of the statute, and it is a reading that has prevailed for almost 30 years now.",1.0,1,,,4,CLARIFYING
2010_09-1163,j__elena_kagan,100,"It could be referring to Exemption 6 or it could be referring to just generally in a conversation. Your personnel file, what does it mean?",anthony_a_yang,It depends on context. You may be referring to Exemption 6.,1.0,1,,,4,CLARIFYING
2010_09-1163,j__elena_kagan,102,Can you think of another context in which it means something other than that?,anthony_a_yang,"Well, in the context of Exemption 6 I think it refers to files pertaining to personnel.",1.0,1,,,5,CHALLENGING
2010_09-1163,j__elena_kagan,104,"It's a kind of H.R. file, right?",anthony_a_yang,"I think the term, the phrase ""personnel file"" itself is normally referred -- normally used to refer to personnel.",1.0,1,,,4,CLARIFYING
2010_09-1163,j__elena_kagan,106,So why should there be any difference if you look at the term H.R. files and practices.,anthony_a_yang,That's generally true.,1.0,1,,,5,CHALLENGING
2010_09-1163,j__elena_kagan,172,"Mr. Yang, if -- if we assume that a majority of this Court finds this statutory interpretation untenable and that you lose, but that the Court is also concerned about the government's reliance interests here, and about this set of documents that have been exempted under exemption 2 that would become unexempt, is there anything that the Court can do about that? Is there anything that the government would need to -- to advance -- to deal with those reliance interests?",anthony_a_yang,"I think it's essentially the same, and let me tell you why. Crooker uses the predominant internality test, right? And there's essentially two things that the Court is getting at there. It says that that means that the agency function at issue can have an impact beyond the agency. That was kind of one aspect of it. And two, the Court was concerned about not having secret law; that is, things that the public would have to know and use in interacting with the agency. We think that that's essentially the same thing that we're doing.",1.0,1,,,4,DEVILS_ADVOCATE
2010_09-1163,j__elena_kagan,174,"I am assuming, yes. That's just an assumption.",anthony_a_yang,You are assuming that we lose the case entirely.,1.0,1,,,4,CLARIFYING
2010_09-525,j__elena_kagan,32,"Well, Mr. Perry, who wrote the relevant statements?",mark_a_perry,"--Your Honor, for different reasons. They can sue JCM for -- for an omission, because there's a duty that runs from JCM the Fund. That was the theory advanced in that separate lawsuit accepted by the district court, which has since been resolved. They can't -- these plaintiffs can't bring an omission case, because there is no duty that runs from JCM out to the JCG shareholders. The district court held that. They didn't appeal that to the Fourth Circuit. They didn't present that in their cert petition. So they can't bring that omissions case. Any wrongdoing in this case -- Justice Ginsburg, to finish my answer to your question, the policy says funds are not intended for market timing. The advisor allowed 12 traders to trade frequently. The only wrongdoing, if there is any wrongdoing, was the failure of the advisor to disclose to the trustees the deviation from the policy. That is a State law breach of contract. It may be a breach of fiduciary duty.",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,34,"I understand that they were in the Fund's prospectus, but who wrote them?",mark_a_perry,"Your Honor, the Fund made the statements to the public. They were drafted--",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,36,Who paid those lawyers?,mark_a_perry,"--They were drafted by lawyers for the Fund, lawyers representing the Fund.",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,38,So JCM paid the lawyers?,mark_a_perry,The advisor paid the lawyers' salaries.,0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,40,"And so it was JCM's lawyers who wrote the prospectus, including the relevant statements here, the asserted misrepresentations?",mark_a_perry,"Correct, Your Honor.",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,42,"Well, suppose the complaint had alleged that. Suppose the complaint had simply said: JCM's lawyers authored the relevant statements in the prospectus.",mark_a_perry,"I -- I disagree with that, Justice Kagan. They don't allege that in the complaint, and the facts show that the lawyers--",0.0,0,,,4,HYPOTHETICAL
2010_09-525,j__elena_kagan,44,Would that be enough to survive a motion to dismiss?,mark_a_perry,--One would have to--,0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,46,They're paid by JCM.,mark_a_perry,"--No, Your Honor. One would have to further look at who those lawyers were representing. The truth in the real world is--",0.0,0,,,6,CHALLENGING
2010_09-525,j__elena_kagan,48,These are in-house counsel for the investment advisor.,mark_a_perry,"--Every prospectus is written by lawyers, Justice Kagan. Lawyers write prospectuses.",0.0,0,,,5,CHALLENGING
2010_09-525,j__elena_kagan,70,"Mr. Perry, does the Fund have employees?",mark_a_perry,"--Your Honor, with respect, the allegation is that the advisor wrote a certain policy, but the very document cited for that in the complaint says that the trustees are responsible for the policies of the funds. The trustees, when they adopt them, it becomes the corporate policies of them. I mean, on the plaintiff's--",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,72,Who are the Fund's employees?,mark_a_perry,"--Yes, Your Honor. The Fund has--",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,74,Are all of the employees also employees of JCM?,mark_a_perry,"--Are the officers of the Fund, the chief executive officer, the chief financial officer--",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,76,"And could you just run through a little bit how one of these prospectuses gets -- gets issues eventually? The JCM lawyers start the process by drafting, and then what happens?",mark_a_perry,"--Not the president, Your Honor, but the others are joint -- serve in joint capacities.",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,78,"Well, here, I believe there was a statement in your interrogatories that it's JCM's lawyers, in-house lawyers, who drafted the relevant statement.",mark_a_perry,"The lawyers representing the trusts, both in-house and external, draft the underlying document--",0.0,0,,,5,CLARIFYING
2010_09-525,j__elena_kagan,80,And then what happens?,mark_a_perry,"--The particular prospectus, answered in that prospectus. That's exactly right.",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,82,Was there any change to these statements made by the board of trustees?,mark_a_perry,"They are presented to the board of trustees, which holds a meeting. The board of trustees is -- the Funds are represented by outside counsel and the independent trustees are represented by outside counsel.",0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,84,Yes.,mark_a_perry,These particular statements?,0.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,255,"Mr. Frederick, a substantial part of the power of your argument comes from this notion that, as Justice Ginsburg said, that JCM was in the driver's seat, that JCM had control, that they were -- Janus was at most an alter ego of JCM and maybe something more, that it was just a creature of JCM. But the securities legislation seems to deal with that in section 20. And your case is not brought under section 20, and because of the relationship between mutual funds and their investment advisors, presumably could not be brought under section 20. So, why should we think relevant the kind of controlled relationship that you're talking about?",david_c_frederick,"It said, and this is at page 275A, if for some reason Janus Capital Management's contract is terminated, the Funds can no longer use the Janus name. They were intending to trademark and get the name out there to attract investors to the investment advisor's method of investing. And it was that type of usage that brought all of this together. The Fund and the management, they are in function essentially one entity. The fact that they have contractually outsourced the management function should not alleviate the securities fraud that is alleged here.",1.0,0,,,5,DEVILS_ADVOCATE
2010_09-525,j__elena_kagan,317,"Mr. Gannon, suppose that we think that the test that the SEC is using and you recite on page 13 is really pretty broad and that it might apply to a range of factual situations that are not before us. Is there a way to confine our holding just to the mutual fund situation, and if there is, how would you do that?",curtis_e_gannon,The control person liability also needs to have a primary violator under the terms of 20(a).,2.0,0,,,4,CLARIFYING
2010_09-525,j__elena_kagan,330,"Mr. Perry, on the allegations of this complaint, these plaintiffs were harmed by the misrepresentations, the alleged misrepresentations from JCM to the fund. So if the Fund was duped, would these shareholders, JCM's shareholders, have any relief?",mark_a_perry,"--got $100 million through the SEC action and resolved all the civil litigation. They're a separate class of investors, whole different set of securities laws problems, because they were the recipients of the prospectus that offered these securities and that contained the false statements. These plaintiffs' foundation problem, they didn't purchase or sell the securities that were offered by the prospectus they complain about. They can't find any false statements--",0.0,0,,,5,CHALLENGING
2010_09-893,j__elena_kagan,18,I was under the impression--,andrew_j_pincus,"Well, they haven't said that, Your Honor, but their opinion makes clear that they do. For example, the statute in California that defines unconscionability specifically says unconscionability shall be assessed at the time of contracting. Here, the decision holding the Discover Bank rule is specifically based on a determination of unconscionability, not ex ante, when there would be a variety of situations to consider, but it is explicitly based at the time the dispute arose.",0.0,0,,,4,CLARIFYING
2010_09-893,j__elena_kagan,20,"--I was under the impression, Mr. Pincus, that Discover Bank specifically cites a case which arose not in the arbitration context, but instead in the general litigation context, which is this America Online case, and thereby made clear that its rule, however different it may seem to you from normal contract provisions, its rule applied both in the arbitration sphere and in the litigation sphere.",andrew_j_pincus,So it's clear that they are applying a different--,0.0,0,,,6,CHALLENGING
2010_09-893,j__elena_kagan,22,"Well, this--",andrew_j_pincus,"--Justice Kagan, I think that question goes to -- to a separate question. I think Respondent has two arguments. One is, because this rule applies to all dispute resolution provisions, it is a general -- it applies to any contract that qualifies under section 2. We think that that clearly can't be the case, for several reasons. First of all, section 2 says ""any contract"", and that, the Court has said, means principles that apply to contracts generally, not principles that are limited to dispute resolution contracts.",0.0,0,,,4,CLARIFYING
2010_09-893,j__elena_kagan,49,--But Mr. Pincus--,andrew_j_pincus,"--Your Honor, I think that's the precise difference between the two issues that are -- that are in this case. For the reason we have been discussing, we think there is a very strong argument that a rule cannot qualify to be saved under section 2 simply because it applies even-handedly to arbitration and litigation because of the fact that that would sweep in all of these other rules that we are talking about. And an additional reason, to respond to Justice Breyer's question, is that at the time that the FAA was enacted the ouster doctrine did apply to arbitration litigation. It was a broad doctrine in which courts said: We are going to invalidate any contractual provision that deprives us of jurisdiction whether it directs the claim to arbitration or it directs the claim to some other court.",0.0,0,,,4,CLARIFYING
2010_09-893,j__elena_kagan,51,"--But, Mr. Pincus, I'm not understanding what test you are asking us to formulate. Justice Scalia started this by saying, how about a provision prohibiting certain kinds of attorney's fees? How about a provision prohibiting certain kinds of -- a law prohibiting certain kinds of discovery provisions? And you said that would be fine, for the State courts to hold those things unconscionable, but it's not fine for the State court to hold a class arbitration prohibition unconscionable. So what separates the two? How do we know when something is on one side of the line and something is on the other? Both procedures, but you say some are fine, to say that those procedures are unconscionable, but other procedures if you held them unconscionable that would not be sufficient.",andrew_j_pincus,And so the very same argument being made here could have been made then.,0.0,0,,,5,CHALLENGING
2010_09-893,j__elena_kagan,53,The State says yes.,andrew_j_pincus,"What separates the two is, is the State in the particular case in which the determination is made applying principles that apply to -- across -- that apply to its unconscionability doctrine across the board.",0.0,0,,,5,CHALLENGING
2010_09-893,j__elena_kagan,55,"The State says it absolutely is. Now, who are we to say that the State is wrong about that.",andrew_j_pincus,"Well, but I think--",0.0,0,,,6,CHALLENGING
2010_09-893,j__elena_kagan,61,"But, Mr. Pincus, the State says, well, our unconscionability doctrine may not have done that in the past, but now in the year 2010 it actually applies to more things than it did in the past, and we do take into account third parties and that's our new unconscionability doctrine. Now, it may be a good unconscionability doctrine or it may be a bad unconscionability doctrine, but it's the State's unconscionability doctrine.",andrew_j_pincus,"That's exactly right, Justice Alito.",0.0,0,,,5,DEVILS_ADVOCATE
2010_09-893,j__elena_kagan,142,"Mr. Gupta, AT&T says that nobody would ever choose class arbitration; it's the worst of both worlds. You get all the procedures, you get broad liability, but at the same time you have no judicial review, so that this will effectively kill off arbitration in the consumer context.",deepak_gupta,"Well, the defendant here has specified in its arbitration agreement that if the class-action ban is invalidated, it would prefer to face any class-wide proceedings in court, and that choice is up to the defendant. If the defendant chose to face class-wide proceedings in arbitration, they could do so under -- under the California rule, or they could elect to do so in court, and they could do so under whatever procedures they specified in the agreement or that were specified in a subsequent agreement between the parties. California law doesn't impose any particular procedures on the party. It just insists that in circumstances where the ban would function as an exculpatory clause, that there is some avenue for class-wide proceedings, where claims wouldn't feasibly be litigated individually. I don't--",1.0,0,,,6,CHALLENGING
2010_09-893,j__elena_kagan,166,"Is your test a purpose test or an effects test? Is it a test that says the State is doing this in order to kill arbitration, or is it a test that says the State is doing something that will kill arbitration?",deepak_gupta,"--I think you have to look first at what the State law is trying to do, and the -- the hypotheticals about the insistence on jury trials, insistence on Federal Rules of Evidence or civil procedure, those are clear -- it just would not be credible for a State, I think, to say that those things are required.",1.0,0,,,4,CLARIFYING
2010_09-9000,j__elena_kagan,28,"Mr. Owen, as I read -- as I read -- I'm sorry.",robert_c_owen,"No, I think, Your Honor, that's -- I -- I don't agree about the Court's reading of Rooker-Feldman if you think that -- if the Court believes that that would preclude it. And the reason is this: In the Feldman case itself, the -- the plaintiffs in that case who were unsuccessful lawyers who are, what, a law school graduate and an attorney who was barred outside the District of Columbia, and were trying to get a waiver for a requirement for taking the bar here in the District of Columbia. They filed a number of claims against the application of that rule by the District of Columbia Court of Appeals in their circumstances. But -- and this Court said those claims can't proceed. Those claims challenge the application of the law to the facts. But this Court went on to say in Feldman -- the last paragraph of the opinion says they have also raised other claims, and those claims are that this rule, as authoritatively construed by the District of Columbia Court of Appeals, is -- is unconstitutional. It violates the Constitution. And the Court said in Feldman, those claims may proceed.",0.0,1,,,4,CLARIFYING
2010_09-9000,j__elena_kagan,55,"Mr. Owen, could I take you back to Rooker-Feldman with that as the premise? You said that what you are attacking is the judgment. I read your complaint as having an important strand where you were not attacking the judicial judgment, but instead were attacking actions of the prosecutor's office, independent of any judgment of the State courts. Are you abandoning that part of your complaint, or are you continuing to maintain it? Because certainly, if you talk about the judgment alone, it at least gets you into Rooker-Feldman territory, whereas if you talk about the prosecutor, it does not.",robert_c_owen,"--For a couple of reasons, Your Honor, it is not akin to our claim. First is this. Brady is a trial right. And I don't mean necessarily that it arises at trial, because sometimes it arises at -- a discovery that makes a Brady claim colorable arises after trial. But Brady is a right to have certain evidence when you go to trial so that you can use it in an attempt to get the jury to find you not guilty. And therefore, if that right is violated, if you don't get that evidence and it is discovered later that you were denied this stuff that you needed to have a fair trial, that implies the invalidity of the trial judgment, the judgment that results in the custody. In our case, the judgment that we are challenging, the judgment of the Court of Criminal Appeals denying us DNA testing, which does not in the same way demonstrate or necessarily imply that the custody judgment in our case is legally invalid--",0.0,1,,,4,CLARIFYING
2010_09-9000,j__elena_kagan,121,"Mr. Coleman, if you could answer Justice Breyer's question, because there are two phrases, necessarily imply the invalidity of the conviction and necessarily spell speedier release; and either you think that your case fits one of those or both of those standards, or you are asking us to abandon that standard.",gregory_s_coleman,"--Because I disagree that the two words ""necessarily implies"" are in fact sort of the end of the battle and the end of the test. As Justice Ginsburg noted earlier in the argument, the Court has dealt with these issues in a -- in a variety of cases, most of them being prison disciplinary or parole-type proceedings. And in those cases the Court is trying to define the outer bounds, ultimately of what we're going to say Prieser/Heck required to be brought in habeas, and what may be brought. A couple of boundaries on those rules at first; Prieser and Heck make--",1.0,1,,,5,CHALLENGING
2010_09-9000,j__elena_kagan,127,"But how could this be brought in habeas? If Mr. Skinner wants this evidence and -- and we say you file a habeas petition, what would that habeas petition look like?",gregory_s_coleman,"I think Prieser and Heck both stand for the fundamental proposition that Congress set up habeas as a means of allowing collateral attacks. Nowhere else does Congress specifically permit collateral attacks on criminal proceedings. Then Prieser and Heck say, what we allow from that is, those things that may be brought in habeas should be brought in habeas because the congressional intent behind the habeas statute is that we expect the safeguards that Congress has put in place to respect comity and federalism interests as well as other interests.",1.0,1,,,4,CLARIFYING
2010_09-9000,j__elena_kagan,164,"Well, take the case, Mr. Coleman -- I think there was one recently in the Fifth Circuit where a prisoner asked for appellate slip opinions. And the prisoner said I want these slip opinions so I can write a better habeas petition. Did that also have to be bought -- brought as part of a habeas case or can that be brought in 1983?",gregory_s_coleman,--You can ask for it. I can ask for it. Chief Justice Roberts can ask for it.,1.0,1,,,4,CLARIFYING
2010_09-9000,j__elena_kagan,166,"No, he said he didn't have enough access to slip opinions and he needed more slip opinions in order to be able to obtain a quicker release from prison via habeas.",gregory_s_coleman,"I don't know the specifics of that claim, but -- but I would tend to think if -- if a person generally had access to slip opinions, then--",1.0,1,,,5,CHALLENGING
2010_09-9000,j__elena_kagan,168,No what?,gregory_s_coleman,--I -- I would say no. But--,1.0,1,,,4,CLARIFYING
2010_09-9000,j__elena_kagan,170,Why is that different?,gregory_s_coleman,"--That that would not have to be brought as a habeas. But, again, this is different.",1.0,1,,,4,CLARIFYING
