case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2014_13-895,j__elena_kagan,133,"I don't understand why that's so, General.
I mean, what the plaintiffs are saying is yes, we have common evidence, not all together usual in a Shaw claim, but here they have evidence.
It's a policy statement that retrogression was going to be a very main priority.
I think it was number 2.
And retrogression was defined in a certain way, as requiring the maintenance of black voting population.
And that was going to be taken into account in every single majority minority district.
Now, the fact that there's evidence, the principal evidence in the case, that relates to every single district and so in a sense the evidence is statewide, does not make it any less a district by district case.",donald_b_verrilli_jr,"Mr. Chief Justice, and may it please the Court:
The key point in this case is that Shaw claims require district-specific analysis.
The district court departed from that principle and in our judgment the plaintiffs' main theory also departs from that principle, and I'd like to address--",2,1
2014_13-895,j__elena_kagan,135,"Well, I guess I would appreciate specific examples, because it seems to me as sort of a going-in matter that when you say this is the most important thing except for the Reynolds inquiry, this is the most important thing, that necessarily it's going to affect the way you redraw or who you put into the districts.",donald_b_verrilli_jr,"--That may be right, Justice Kagan, but it also doesn't prove that race predominated in the Shaw sense with respect to each specific district, and let me try to explain why.
The test under Shaw is whether race predominates to the derogation of traditional districting criteria.
And so it may be that in some districts, the effort to maintain the same African American population resulted in judgments that -- to draw the districts in ways that derogated from traditional districting criteria, such as compactness and maintaining communities of interest, but it may be in other districts that it didn't, and I can provide specific examples of that.",2,1
2014_13-895,j__elena_kagan,137,"You might not reach the target in every single district, but necessarily you're saying we are prioritizing this race-based this race-based thing, criterion, in a way that's going to affect every judgment we make.",donald_b_verrilli_jr,Well--,2,1
2014_13-895,j__elena_kagan,139,"Well, how can it not be?
If you have three priorities or three criteria and you say this is the absolute most important criteria, it's just the natural effect of that is going to be to minimize the other two criteria.",donald_b_verrilli_jr,"--But the question under Shaw, Your Honor, as we read the Shaw line of cases, is whether that is done in derogation of traditional districting criteria.",2,1
2014_13-895,j__elena_kagan,151,But you don't deny that a statewide policy can refer to every district or every majority minority district in the State?,donald_b_verrilli_jr,"Yes.
I'm happy to address it now, Your Honor.
I actually think this is quite a murky question.
I think, Your Honor -- we agree Your Honor is quite right that the district court did appear, and JSA 128 is the place where it seems clear that they did to appear, to assume that this was a statewide claim.
In some respects, one can understand why, because the basic theory is that the motive influenced every district and it did adjudicate the case on that basis.
So it would seem to me that one outcome here would be to say that Shaw -- the proper understanding of Shaw is that claims have to be made on a district-specific basis and that the plaintiffs here didn't -- didn't propound cognizable claims under Shaw and that would be one resolution here.
But I have to say, the record is somewhat murky on this.
Judge Thompson in dissent did say that he thought that the claims were district-by-district specific.
Justice Kagan has identified some information in the record.
So another option might be to articulate the correct district-specific standard and leave it to the district court on remand to sort out whether the plaintiff has his facts--",2,1
2014_13-895,j__elena_kagan,153,"But again and I don't want to press it if you've given me your best answer to it -- if a policy says we're going to prioritize this particular criteria, which here was the mistaken understanding of retrogression, if a policy says, we're going to prioritize this over everything else, it seems to me that that's pretty good evidence of a violation.",donald_b_verrilli_jr,"--No.
No, we don't deny that, but that's not enough our point is that's not enough to trigger strict scrutiny.
You have to look and see whether it's implemented in a manner that is in derogation of traditional districting criteria district by district.",2,1
2014_13-895,j__elena_kagan,155,"But if the policy says that it's going to prioritize it over everything else, that means it going to be in derogation of tradition districting criteria.",donald_b_verrilli_jr,"Only if again -- I guess I am just going to repeat myself, but if it's in derogation of traditional districting criteria 5--",2,1
2014_13-895,j__elena_kagan,157,"Sometimes they might fail.
Sometimes you're not going to be able to prioritize it over everything else, but the intent is still to prioritize it over everything else.",donald_b_verrilli_jr,--When they conflict--,2,1
2014_13-895,j__elena_kagan,175,"Are you really saying that that's a pleading requirement, that they have to come in with a plan that meets all the rest of your criteria?",andrew_l_brasher,"--I don't think it's a fair reading of either, Your Honor, and this is the reason why.
Certainly, with respect to specific districts here, when they were actually challenged, we were able to respond and say this was for partisan political reasons.
One of those districts, for example, was Senate District 11, which was specifically challenged by the Alabama Democratic Conference, and the district court held that the changes to that district were based on politics.
Now, with respect to the plan as a whole, our response has always been that there is a lot of factors that went into drawing the plan as a whole and when it's drawing any specific district.
And I think it's important here that the Plaintiffs have never proposed a redistricting plan that actually meets our race-neutral redistricting criteria, especially the 2 percent deviation in population that the legislature adopted.
And I think that's important for three reasons.",1,1
2014_13-895,j__elena_kagan,177,"Mr. Brasher, I mean, let me just give you some numbers here from from some of these districts.
Right?
HD 52, you needed to add 1145 African Americans in order to maintain the percentage of African-American voters, which was your number 2 criterion.
You added 1143.
You missed by 2.
HD 55, you needed to add 6981.
You added 6994.
SD 23, 15,069.
You hit at 15,185.
I mean, those numbers speak for themselves, don't they?
That in each of these cases, you were determined, come what may and disregarding other criteria, to maintain the black voting age population.",andrew_l_brasher,"I do not believe that is a pleading requirement.
I believe it's an evidentiary issue and I think the Court held that much in Cromartie.
And I think it's important for three reasons.
First, the legislature adopted that 2 percent deviation to end the previous partisan gerrymander that the Democrats adopted in 2001, where they systematically underpopulated majority-black districts and overpopulated majority-white districts in Republican areas of the State, and that's why the Plaintiff's brought a partisan gerrymandering claim in the district court below.
And the second reason is what I was alluding to earlier, and that's in Easley v. Cromartie, the Court held that the first step of a racial gerrymandering claim is to show that there's some conceivable way to do this differentially that creates greater racial balance.
And the facts that they -- they've never produced a plan that actually does that is a serious problem.
And that makes sense, because if you want to see if race was predominant in redistricting, you take race out and then you run it again and you see what happens.",1,1
2014_13-895,j__elena_kagan,179,That was just a coincidence?,andrew_l_brasher,"I don't think that shows that for two reasons.
First, I agree with the United States Solicitor General that the question here is whether we subordinated race-neutral redistricting criteria to hit these targets.",1,1
2014_13-895,j__elena_kagan,181,"Well, it's 73 percent, and you hit that 73 percent exactly.",andrew_l_brasher,"No.
But that goes to my second point, is those House districts that you were reading off are in the City of Birmingham.
The City of Birmingham has over 200,000 people in it, 73 percent black.",1,1
2014_13-895,j__elena_kagan,183,"Well, I think you kind of do actually, because, I mean, you're trying to repopulate these districts, and many of these districts, yes, there are many, many, many African Americans.
But as you just suggested, there are also white people.
And you did it so that you, you know, completely replicated the exact percentage figure.",andrew_l_brasher,"Well, and that's my point.
There are at least going to be some of those House districts in Birmingham that are 73 percent black and I do not believe that in a place where there's more than 200,000 people and 73 percent of them are black you need to subordinate race-neutral redistricting criteria to draw a 73 percent black district.",1,1
2014_13-895,j__elena_kagan,189,"Mr. -- Mr. Brasher, I mean, usually in these cases you're looking at these funny-shaped districts and you're trying to figure out from the shape and from other matters whether race has been used instead of traditional districting criteria.
But this is a very sort -- you know, sort of sui generis Shaw claim, because here the principal evidence in the case is not all the circumstantial stuff that we usually do.
It's a policy statement from the State that says race non-retrogression is going to be our principal criterion except for Reynolds, and then a clear testimony from the people who were applying that policy statement that they thought that that meant maintaining the black voting age population, something which is a mistaken understanding of what retrogression entails.
But, you know, you don't have to look at all the circumstantial evidence about the shape of districts when you have a policy statement from the State saying this is our number one criterion except for Reynolds and this is how we understand it in such a way that it's going to ensure that a 68 percent district stays a 68 percent district and a 52 percent district stays a 52 percent district and so on.",andrew_l_brasher,"Actually, I respectfully disagree with him about that.
I -- if you look at the comparison map, it's in the Joint Appendix on 197, you can see a comparison between the former district and the current district.
And what you'll see is up at the right -- I'm sorry, the -- let me try and orient myself -- the left -- the left part of Montgomery County, that's where the former district used to be.
It was part of Senate District 25 that came into the middle of that district, sort of a kind of came in the middle of it.
And what the drafters did here is they drew the lines closer to the City of Montgomery, and they preserved that part of Senate District 25 that came in the middle of it.
What they -- the only thing they did is they took some precincts and some parts of precincts, kind of along those lines, and they moved them from Senate District 25 to Senate District 26.
And I want to also just correct something that -- the my friend the Solicitor General said.
We didn't just move black voters into that district.
We also moved Hispanic voters into that district, we moved white voters into that district.
We made changes to that--",1,1
2014_13-895,j__elena_kagan,191,"But this is much more than that.
This is very specific saying where the -- the -- the two legislators principally in charge of this said this is what we understand the requirements are, that we're going to maintain the black voting age population in each district.",andrew_l_brasher,"--Well, just two quick responses to that, Justice Kagan.
And the first is that the State is always going to say that complying with Federal law was a top priority because Federal law is supreme.
And so if simply--",1,1
2014_13-895,j__elena_kagan,201,"Mr. Brasher, I guess I don't understand your response to Justice Ginsburg.
I mean, there are different interpretations of what those 2006 amendments mean, right?
Under one interpretation, it was basically a codification of Justice Souter's opinion, and so majority minority districts could be transformed into influence districts.
On another stricter interpretation, perhaps, no majority minority districts had to stay majority minority districts.
But in no interpretation does a 76 percent district have to stay a 76 percent district when circumstances change and when the ability to elect candidates of one's choice does not require it.",andrew_l_brasher,"Well, I disagree with you respectfully about it being a misunderstanding, because I think in 2006, Congress told us that we could not diminish the ability to elect the black voters in a preexisting majority black district.
My friend, Professor Pildes, testified against the inclusion of that language in Congress, and he told them that if they included that language, it would “ lock into place ” the majority black districts in the South.
If you cannot diminish the ability to elect, that means if there's a safe majority black district where there's a 100 percent chance that black voters can elect their candidates of choice, you cannot drop that to where they simply have a 50 percent chance, or a 60 percent chance.
And that was what we were setting out to do.
And this Court said that States get leeway in complying with Section 5 and the Equal Protection Clause and we do not have to hit things right on the dot.",1,1
2014_13-895,j__elena_kagan,229,"But you don't have to use race in this way, Mr. Brasher.
Nobody would say that Section 5 required you to maintain a 78 percent district and a 78 percent district was no longer needed with respect to a group's ability to elect a candidate of choice.",andrew_l_brasher,There is not.,1,1
2014_13-895,j__elena_kagan,241,"Mr. Brasher, you're suggesting that there's some necessity for a 2 percent plan, but there is no necessity for a 2 percent plan.
States have routinely gone up to 10 percent without getting into trouble under Reynolds.
So that can't insulate your plan from this kind of challenge, can it?",andrew_l_brasher,"--Not necessarily.
There would, obviously, be a lot more that would go into that analysis whether that violated Section 2.
You'd have to look at each individual district and see if they can make a Section 2 claim.
I mean, one of the issues in this case is that this plan actually gives proportional representation to black voters in Alabama.
There are about 25 percent black voting age population in Alabama, and they have about 25 majority black districts in the House and about 20 -- I'm sorry, about 25 percent majority black districts in the House and about 25 percent majority black districts in the Senate.
And so this is -- this plan meets Section 2 in that regard in the sense that it gives proportional representation.
But I do not know what would happen, quite frankly, if this -- if the Court were to vacate these plans and the legislature were to just do a doover.
And I would -- to back to the 2 percent deviation, these are very sophisticated parties on the other side of this case with very sophisticated counsel.
The reason they've never proposed any way to do this following our own race-neutral redistricting criteria is because they know that the 2 percent deviation here prevents them from gerrymandering districts to help white Democrats get elected because it would be very simple.
The 2 percent deviation was adopted at the very beginning of this redistricting process, so the plaintiffs had a year, while they were on the committee, the reapportionment committee, to come up with their own 2 percent plan.
And instead, they just proposed these 10 percent deviation plans in the legislature.
And then we had a year of litigation for them to come up with own 2 percent plan, and they -- they didn't do that.
And that's what the district court was getting at when the district court said that -- you know, the district court said race did not predominate because we followed race-neutral redistricting criteria, and then the district court suggested, you know what, you know what this case is really about, it's about the 2 percent population deviation.
Because--",1,1
2014_13-1314,j__elena_kagan,26,"Well, Mr. Clement, how about that, because I thought that the legislature was completely cut out as to most of those things.
I mean, you take the 2011 law in Mississippi adopting voter ID requirements; 2007, Oregon, voting by mail; 1962, Arkansas, use of voting machines.
All of things -- these things were done by referendum or by initiative with the legislative process completely cut out.
So would all of those be unconstitutional as well? And we can go further.
I mean, there are zillions of these laws.",paul_d_clement,I think it might depend on the details a little bit.,0,0
2014_13-1314,j__elena_kagan,28,"Well, they're not delegations or non-delegations.
All they are is laws that are passed not through the legislative process.",paul_d_clement,"Yes.
And -- and let me address those laws, Justice Kagan, and also be responsive to Justice Kennedy. I think there is -- if you look at the various laws that are put in the Appellees' appendix, not one of those State constitutional provisions purports to, on its face, redelegate authority away from the State legislatures.
And to the contrary, many of them, roughly half -- I counted 27 -- actually delegate authority to the State legislatures to implement them. So if you want to look at the North Carolina provision on page 27 --",0,0
2014_13-1314,j__elena_kagan,30,Not through the legislature.,paul_d_clement,Exactly.,0,0
2014_13-1314,j__elena_kagan,32,"No, but, I mean, my gosh.
I would think that if your primary argument is legislature means legislature, that there has to be a legislative control, in none of these laws is there legislative control.
There's no legislative participation at all.",paul_d_clement,"Exactly.
We don't think that's the defect here.",0,0
2014_13-1314,j__elena_kagan,34,"Well, how do you -- how do you make that consistent with the text that you are -- the textual argument that you are making? The textual argument that you are making is legislature means legislature.
There's no two ways around that.
But now you're saying that there are these many, many, many laws throughout the United States in which the rules are not being made by a legislature.
And that's perfectly okay because the legislature isn't involved at all.",paul_d_clement,"See, Justice Kagan, we distinguish two situations.
We could be here saying, you know, the problem with Proposition 106 is that simply that it was done by initiative and not by the legislature, but that's actually not our position.
We would have the same objections here if this were imposed by gubernatorial edict. And we know that the rule that should emerge from this case is not that nobody but the legislature can ever do anything with elections on a one-off basis, and the way we know that is this Court has already said that it's okay for a judicial body let's -- like a State court, to do redistricting on a one-off basis.",0,0
2014_13-1314,j__elena_kagan,36,"Well, I thought that the -- that generally in our separation of powers jurisprudence, abdication is just as consequential as aggrandizement. In other words, it doesn't matter what the legislature wants.
The legislature could have said, oh, that's fine, go do it, we don't care about it.
If there is a problem, the problem continues to exist irrespective of whether the legislature protests or not.",paul_d_clement,"Two things, Justice Kagan. See, our position is not the problem here is that somebody else got into the legislature's lane and purported to do something about elections.
Our problem is once they got in that lane, they decided to wrest the legislature from that process entirely on a permanent basis. Now, as to a more specific answer to your question, I would invoke this Court's case in McPherson against Blacker which dealt with an analogous clause in Article II that gives the State legislatures the authority to prescribe the rules for presidential electors.
And what this Court said there -- it took sort of a practical view of the matter, which is, look, if -- if the State legislature sort of lets other parts of the State do something, we're not going to jump in. We can sort of think about those as delegation of authorities.
But the words in each -- ""in the legislatures thereof"" means something in the Constitution, and what they mean is it protects the legislature from other parts of the State coming in and permanently wresting that authority --",0,0
2014_13-1314,j__elena_kagan,51,"So tell me, Mr. Clement, there's -- the State sets up this independent commission and the independent commission has a veto power on the State's redistricting.
In other words, the State can do redistricting and then it submits it to the independent commission, and the independent commission can say, No, go back, do it again.",paul_d_clement,"I would -- I would take the position that that is okay because that is a delegation of authority.
If you disagree with me, I mean, you know, you may disagree with me, but I think my position is consistent with what this Court said in the McPherson case about the authority of the State legislatures to prescribe rules for electorates.
They can delegate that to some commission and come up with it that way, but if they want to take the authority back, as they did in the -- in the Michigan piece of legislation at issue in McPherson, you bet they can do that, and if the State tries to stop them from taking it back, that's a constitutional problem.",0,0
2014_13-1314,j__elena_kagan,53,"They have the vote.
That's -- that's who has the veto, the independent commission.",paul_d_clement,"Well, if -- I mean, I guess it depends a little bit on the details of how that works and whether -- who's got the ultimate last say in the matter.",0,0
2014_13-1314,j__elena_kagan,55,Does it matter?,paul_d_clement,And is it a veto that can be overridden or is it just a permanent veto?,0,0
2014_13-1314,j__elena_kagan,57,"Well, kind of it doesn't, right, because there's a veto at the end of it.",paul_d_clement,"I think it does or at least arguably it does.
At the end of the day, the way -- I mean, let me say two things about that.
One is, that would give the legislature an awful lot more authority than Arizona is allowed here, so it is a different case. The principle that would allow you to decide that case is to ask yourself the question of whether or not it allows the State legislature to prescribe the congressional districts.
Now, you could --",0,0
2014_13-1314,j__elena_kagan,59,"All right.
I'll take out the ""kind of."" It doesn't.
There's a veto at the end of this.",paul_d_clement,"Kind of it doesn't, kind of it does, which is why it's a hard case that you can wait for another day to decide.",0,0
2014_13-1314,j__elena_kagan,61,"But that's what -- so this is what we're going to have to do for every time that they set up some process in which there's some independent commission involvement, what we're going to have to ask is what exactly?",paul_d_clement,"If -- if -- if you think it doesn't then you should decide that case in favor of the State legislature.
I just think --",0,0
2014_13-1314,j__elena_kagan,63,"No.
That's -- that's just -- I mean tell me exactly how we're going to decide all these cases in which an advisory commission plays some role, but -- not -- not just some role, a very, very serious role, but there's a little piece that's left to the legislature.",paul_d_clement,Whether or not it's consistent with the Constitution and what the Constitution --,0,0
2014_13-1314,j__elena_kagan,65,"What if the commission says, We're going to give you two maps, the legislature has to pick one and only one?",paul_d_clement,"I don't think it's going to be that hard, Justice Kagan, and let's look at the commissions that exist in the real world, okay? You have some that are purely advisory.
Now, nothing in our theory suggests that they are constitutionally problematic. You have others that are what are called backup commissions, which is they don't have a veto, but if the legislature, because there's a stalemate and one house is the democrats, one house is the republicans, they just can't get it done, then a backup commission comes in.
I don't think that's problematic.",0,0
2014_13-1314,j__elena_kagan,77,"But you see, Mr. Clement, that suggests a very pure rule and -- and on occasion you said something like this, a legislature means a legislature, and that's what it means, and so a legislature has to do all those things. But you've made many, many exemptions to that over the course of the last 20 minutes.
You've said that as to anything that's not redistricting, it can be done by referendum or initiative without any legislative process whatsoever.
You've said that all these kinds of different schemes about the interaction between a legislature and advisory commission are all going to be have to reviewed on a case-by-case basis to determine whether the legislature has primary control. And when you get through with all that, the sort of purity of the originalist argument that a legislature means a legislature, well, we are miles away from that, aren't we?",paul_d_clement,"They weren't in -- the initiative and the referendum as we came to know them in the early -- early 20th century, late 19th century were not in used at frame- -- the time of the framing, but direct democracy was.
I mean, the framers themselves said there ought to be conventions to approve the Constitution, not -- they shouldn't be approved just by votes of the State legislature. The framers when they formulated Article V and had alternative mechanisms that the Federal Congress could choose to provide for ratification, they gave the choice of State legislatures or the people in convention. So the Congress -- the framers understood the difference between direct democracy and representative democracy, and they made a conscious choice.
And indeed, it's really hard to argue that the framers didn't know the difference between the people and the State legislatures in the context of Federal elections, because there they are creating a house elected by the people and a senate appointed by the State legislatures, and when they get to the voter qualification clause they say, Well, the people are going to vote for the Congress and how do we define the people that get to vote for the Congress? They're the same people that get to vote for the most numerous body in the State house.
So at various points the framers obviously demonstrated --",0,0
2014_13-1314,j__elena_kagan,198,"But I would think, Mr. Clement, that the overriding principle of Smiley and Hildebrant and Hawke is that when it comes to this particular provision, and this particular provision as compared to the Seventeenth Amendment, which is the comparison and the contrast that Hawke sets up, when it comes to this particular provision, we need to show a lot of respect to the State's own decisions about how legislative power ought to be exercised.
And that seems to me the overriding principle of the three cases.",paul_d_clement,"I think it says a little bit flexible about the lawmaking authority of the State legislature.
So don't think you've been given some new key that allows you to make laws without the process of the governor being involved at all.
I do think Smiley is very helpful because not only does it answer the body question, but the parties disputed this and the -- and the other side in Smiley said, oh, we win this case because legislature means the lawmaking authority.
And the other side said, no, it means the body.
And this Court said, you're right, it means the body, but critically, it's a lawmaking function.
Therefore, it's subject to the gubernatorial veto.
I think they would have been flabbergasted to find out that the legislature, which they just defined as the representative body of the people, could be cut out entirely. Let me give you --",0,0
2014_13-1314,j__elena_kagan,200,"But, of course, you can turn that around and say what that provision shows is really exactly what I just said, is that Congress was also on board with this idea that the Court had, that when you look at that clause, the Elections Clause, that a lot of respect, a lot of deference, has to be given to the State's own definition.",paul_d_clement,"I think what you have to show is respect for the way that the State says the State legislature can go about lawmaking.
But it is completely different to say it's okay to cut the State legislature out of the process entirely. Let me avert very briefly to the 1911 Act, which, of course, is since repealed.
I think the questions show that the actual statute that's now on the books has nothing to do with this case.
But the irony of my friends on the other side relying on the legislation -- the legislative history of the 1911 Act is, the whole point of the legislative history in 1911 is people in 1911 could read.
The statute on the books then said you're going to have the Federal default rule kick in until the State legislature redistricts.
They realized in 1911 that the State legislature meant the State legislature, so they better change that law if they wanted to allow the referendum process. So the 1911 legislative history -- not that I think you should particularly spend a lot of time with it, but it actually cuts against them on the constitutional issue.
It shows that there is a fundamental difference between the legislature and the people.
And as the Chief Justice pointed out, if there weren't, then the framers could have stopped the Election Clause at -- in each State.
They wouldn't have had to say, ""by the legislatures thereof."" Now, the other side --",0,0
2014_14-15,j__elena_kagan,11,"Yes, but what if they just asked the -- the patient herself to -- to pay a supplemental rate?
And then you would have come in and you would say, you know, you can't do that.",carl_j_withroe,"That -- that's correct, Your Honor.
We -- we wouldn't pay it.
They -- they, in fact, send us bills all the time with their customary charge, and -- and we pay them the State rate.
We say, thank you.",0,0
2014_14-15,j__elena_kagan,13,"Yes, it's not allowed.
That's right.
But that's why you would bring an enforcement action against such a supplemental bill.",carl_j_withroe,"And that would be balance billing, which is also not allowed under State or Federal law.",0,0
2014_14-15,j__elena_kagan,15,"That would be a merits question.
I mean, they would make that exact claim.
They would say, the rates are too low; the rates violate Federal law; we're entitled to a higher rate.",carl_j_withroe,"And their defense would not be -- they wouldn't have a valid defense that our rates are too low in violation of the Medicaid Act, because they don't have a right to a specific rate or a process or anything else under Section (30)(A), and so they couldn't raise if we -- if, under that situation, we were to go after them for violating the rule.",0,0
