case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2020_18-956,j__elena_kagan,176,"So why -- why is it any -- any different here; in other words, that Google took Java's interface so the programmers wouldn't have to learn a whole new system for coding, just as the cell -- the cell phone manufacturer took my keyboard so that people could rely on something familiar?",Malcolm L. Stewart,"Well, the fair use analysis would depend upon a lot of factors, but, yes, I think, in fair use analysis, you could take into account kind of developing expectations, concerns about interoperability. We don't -- we're assuming, for -- for these purposes, as -- as you asked, that this is copyrightable, and so that would be a factor to consider in fair use analysis. We -- we don't have a quarrel, for instance, with the proposition that preserving interoperability can be a favored purpose for fair use analysis. It's just that they're --",1,1
2020_18-956,j__elena_kagan,213,"I -- I'm wondering, Mr. Goldstein, whether the first part of the answer that you gave to Justice Sotomayor, whether that suggests that transformative use isn't the right question here, although it is in other contexts. I mean, as -- as I understand it, you're using this for the exact same purpose. It's just that the purpose, to make sure that users are dealing with a familiar interface, is one that should favor fair use. So is that right? Is the transformative use question really a mismatch in this context?",Thomas C. Goldstein,"Our answer with respect to transformative uses, it cannot be that transformative use only exists when computer code does something different. Computer code only does one thing. There is no parity of computer code. That would mean ironically that this highly and functional expression is less susceptible of fair use than a highly creative novel. That cannot be right. And, in any event, even if -- if the jury was entitled to conclude based on the record evidence that this was an entirely new context, the Java SE was not useable in this particular -- in a smartphone, with respect to fair use, more broadly, our best argument is about the standard of review. Under Rule 39(c) this mixed question of fact and law was put to the jury at Oracle's insistence. The question is could the jury have balanced these factors? I know that the other side is concerned about providing legal guidance. That's why we have jury instructions. But the Court in Georgia versus Public Resource and in other cases has made quite clear this is incredibly fact-bound. It will depend on the circumstances. And Mr. Stewart has only reinforced that point. In that context, you cannot say that the jury couldn't reasonably find that this massive creativity with a million applications and a new, entirely new way of computing on the smartphone is not fair use.",0,1
2020_18-956,j__elena_kagan,215,"Thank you, Mr. Goldstein.",Thomas C. Goldstein,"As articulated by Oracle, it is. Call it what you will. The statute doesn't say transformative. It asks about the nature of the use. What we're doing here is using an interface, which is connective tissue between computer programs. It is at the most barely creative. Even the Federal Circuit acknowledged that's the only inference that's possible from the jury verdict. And then you ask: Well, what comes of it? What is the nature of this use? Are we using on a desktop computer any more? No, we're using it in an entirely different environment. And there was extensive evidence before the jury. The nature of the use here is quite significantly different from the original use. I think that's the statutory question. And, of course, the jury's question was, balancing that and all the other factors, is it fair use?",0,1
2020_19-108,j__elena_kagan,38,"General, if I could take you back to your statutory interpretation. You've -- you've pointed to a number of ancillary provisions, I'll call them, and -- and said that they provide hints. But the main provision here is Article 43 and its statement that there -- the -- that any offense punishable by death. And that term is unqualified. You know, it doesn't say any offense punishable by death under the UCMJ, which is really how you're reading it, as if those three words were in the statute. And I'm wondering why we should read it like that. Usually, we try not to add words to a statute. So, if we say ""any offense punishable by death,"" that would suggest any offense punishable by death under any law, not just under the UCMJ.",Jeffrey B. Wall,"Justice Sotomayor, I don't -- you -- it's been decades since they've sought it for premeditated murder in the military, but I don't think anyone, even Respondents, would say that makes a difference to the constitutional analysis, that it's somehow off the table, the death penalty, for even premeditated murder in the military. It is true that they rarely impose it, but none of that matters to Congress's judgment that the offense is so serious that it should be prosecutable at any time. And just to finish my answer to your earlier question, it's not just the way it divides platoons. It's not just the pressures against reporting, which are true of rape and sexual assault and less true of other offenses. It's also the effect on foreign relations and national security. Yes, an attack inside a war zone on another soldier might, in theory, affect our foreign relations, but not nearly so much as the rape of a civilian child. And I go back to the Austrian example in the wake of World War II. I think, to prevail, they've got to say that even a rape like that isn't -- can't be punished with death under -- under the Eighth Amendment. And I can't see on what objective measure they would get there.",0,1
2020_19-108,j__elena_kagan,40,"Well, it's punishable just under anything. It -- it's punishable or it's not punishable. And we don't look to the source of law that tells you whether it's punishable or not. We just look to the question, can you put somebody to death for this?",Jeffrey B. Wall,"Well, Justice Kagan, I have to say that I have a very different reaction. I think you have to add words either way. Saying it's punishable doesn't tell you whether it's punishable under the code or punishable under the Constitution. And it seems to me that --",0,1
2020_19-108,j__elena_kagan,42,"Well, suppose --",Jeffrey B. Wall,"So I have to say, Justice -- I think that assumes away the problem, right, which is there are two different ways to read ""punishable,"" and I think it's a bit much for the other side to say theirs is a plain-meaning understanding since no Article III court had ever read it that way in the 80 years up to Mangahas. I mean, there are six circuit court decisions from four different circuits both before and after 1986. There's not a whiff of another interpretation of this. Nobody even makes the claim.",0,1
2020_19-108,j__elena_kagan,44,"-- suppose this, General. Suppose that Congress passed a law tomorrow and it was not a law that was put in the UCMJ. It was in some entirely different part of the federal code, and it just said rape shall not be punished by death under any federal law. So would that change the outcome?",Jeffrey B. Wall,Everybody --,0,1
2020_19-108,j__elena_kagan,46,"Well, I guess --",Jeffrey B. Wall,"Justice, potentially, it might. I mean, if Congress itself put in a provision saying military rape could not be punished by death, then you would have a straight-up conflict between that provision and Article 120, and it'd be hard to figure out exactly what judgment Congress is making about the severity of the offense for --",0,1
2020_19-108,j__elena_kagan,48,"-- I guess the -- the point of the question is, if we're going to look outside the UCMJ, as in that hypothetical, you know, why stop at other parts of the U.S. Code? Why not also go to the Constitution?",Jeffrey B. Wall,-- the provision's purpose.,0,1
2020_19-108,j__elena_kagan,50,Why not consider just whether the punishment is available under the law as -- under all the law as it's given to us?,Jeffrey B. Wall,Because --,0,1
2020_19-108,j__elena_kagan,52,"Thank you, General.",Jeffrey B. Wall,"Because the relevant decisionmaker is Congress. So, when Congress says ""punishable by death,"" which punishment is it talking about? Its own judgment or the constitutional judgment? Statutorily, it's its own judgment, but, if we introduced another provision where it said, on the one hand, you could punish it with death, and on the other, you couldn't, there would be a question about what Congress's own judgment was. That would be raised under the statute. But none of this gets us to saying that Congress somehow looks outside the statute. I mean, on their basic theory, the same Congress that said rape is so serious it should be punished by death in Article 120, in the limitations provision said, well, we're just going to tie it to judicial judgment and let it go back and forth between five years and life depending on what courts say. That isn't normally the way we read limitations provisions, and as I tried to say at the top of the hour, there's a lot of textual, contextual, and historical evidence here that that's not what Congress was doing in Article 43.",0,1
2020_19-108,j__elena_kagan,127,"Mr. Vladeck, if I could take you back to the government's textual argument, and, as I understand it, it goes something like this: It says, if you look at Article 43 alone, there is an ambiguity there because it says ""any offense punishable by death,"" but it doesn't say punishable under what law. Is it under the code alone? Is it under all federal statutory law? Is it under the Constitution as well? It just doesn't say. And then General Wall said, so we look to surrounding context, and -- and we find in Article 120, in Article 18, that it supports the idea that it's really the code alone that Congress was referring to. So what's your response to that?",Stephen I. Vladeck,"So this Court -- I mean, I think we've had examples, Justice Alito, where the death penalty remains available, for example, for rape that results in death. We've had examples -- for example, Mr. Wall had a hypothetical about rape as a war crime. That is not what was charged here. The military has the separate capacity to charge war crimes under different articles of the UCMJ and, where the laws of war recognize the death penalty for that charge, to pursue the death penalty in that case. Justice Alito, we would not suggest that case was settled by Coker, but where, as here, there is no charge under those provisions, where it's simply under Article 120, which I should say Congress has not -- never sort of reenacted with the death penalty after 1950, before the Respondents' offenses, we think Coker, through Article 55, covers the case.",1,1
2020_19-108,j__elena_kagan,129,"Well, why -- it -- it -- it seems as though you don't have all the canons on your side. On the opposite side is the canon of constitutional avoidance, that your interpretation requires courts to decide the constitutionality of a punishment at the outset of routine criminal proceedings. I mean, this is a good case where we -- a good example where we would have to decide how Coker and Kennedy apply to the military just to, you know, decide a -- a pretty routine criminal case. So doesn't that cut against you?",Stephen I. Vladeck,"So we have two responses, Justice Kagan. The first is, even on that reading, the code alone includes Article 55. And so, even if we were to read the text to add the words the government would have us add, we end up in the same place because Article 55, as it has been uniformly interpreted for 70 years, applies Coker to courts-martial. But, Justice Kagan, second and in any event, even if the Court thinks that the text is ambiguous, again, the canons Justice Alito pointed out in his question to Mr. Wall work against the government here. The government needs the text to be clearly in its favor to prevail here. And I think, if the text is ambiguous, there are compelling reasons to interpret it, one, in favor of repose; two, to avoid the Eighth Amendment question; and, three, in favor of Lenity. And so I think Lenity --",1,1
2020_19-108,j__elena_kagan,131,"Thank you, Mr. Vladeck.",Stephen I. Vladeck,"I don't believe so, Justice Kagan, 'cause I actually think Congress has decided that. That is to say, I don't think it is a difficult inquiry, as all the military cases we cite in our brief suggest, for the military courts to decide whether this Court has answered, as an Eighth Amendment matter in a civilian case, whether the death penalty is available for a particular offense. That is the only question Article 55 requires the courts to ask in this context. And I think it's an easy question to answer if you agree with the military courts, which have uniformly for 43 years interpreted Article 55 to automatically apply Coker's interpretation of the Eighth Amendment to our service members.",1,1
2020_19-71,j__elena_kagan,36,"Mr. Kneedler, when Congress passed RFRA, the legislation applied to states and localities, as well as to the federal government. We changed that, this Court did, in -- in Boerne. But it was clear in the original legislation that Congress meant it to apply to states and localities. And I think nobody disputes that prior to Smith, private citizens could seek damages under 1983 against state and local officials in their personal capacity for violating the Free Exercise Clause. So, under the law as originally enacted, do you think that plaintiffs could sue state and local officials in their personal capacities for damages?",Edwin S. Kneedler,"No. It runs -- it runs against the named entity. It -- it runs against that person acting under -- under color of law. My point is -- is -- is -- is really that -- the substantive one, if you will, that entity has violated the substance of -- of RFRA, and the remedy should be the same as with all others who are part of the government for these purposes. An injunction -- an injunction against that operator, that's who would be -- that's who would be named.",0,1
2020_19-71,j__elena_kagan,38,"So doesn't that seem odd to you, Mr. Kneedler? Because now you're saying that Congress passed this law that actually contained fewer remedies against state and local officials than the pre-Smith law did. And I thought that the whole point of RFRA was essentially to expand protection for religious liberty. Now you're saying that, in this provision, it effectively contracted it.",Edwin S. Kneedler,"Not under -- not under RFRA. RFRA would not have displaced a constitutional remedy under 1983 that might have existed before RFRA was enacted, but we think the application to the state would -- state and state employees or officials would -- would be the same for the federal government. Again, the -- the definition was -- was sustained. The operative term is the government, not -- not -- not official or employee or person acting under color of law. So we think that a parallel answer would follow.",0,1
2020_19-71,j__elena_kagan,40,"Thank you, Mr. Kneedler.",Edwin S. Kneedler,"No, I -- what -- what -- what -- Congress's focus was expanding and restoring to prior law the pre-Smith substantive standard, but the text of RFRA gives no indication that Congress intended to greatly expand relief, appropriate relief, to make personal damages available under RFRA, again, not under 1983, under RFRA, for individual government employees. And as -- as I said before, the context of RFRA, which is lifting burdens from generally applicable laws, I think, further weighs against Congress having done so because the individual employee is in the position of deciding whether to create an exemption, maybe on the spot, from generally applicable law, and damage actions could put the -- could put the employee in a difficult -- in a difficult bind. So, with respect to the self-contained system of -- of RFRA, we think it -- we think there's no reason to think that Congress would have wanted to do that.",0,1
2020_19-71,j__elena_kagan,114,"Mr. Kassem, if I could just follow up on Justice Sotomayor's first question. As I understood your answer, you said well, RFRA is a very special statute, a super-statute. But assume that I don't think that for the moment. Assume that I don't think that RFRA has any special interpretive rules attached to it, that I think it should be interpreted the same way other statutes are. And then I come back to what Justice Sotomayor said, which is that we don't see any statutes, and, certainly, we haven't interpreted any statutes, with this little specificity to permit damages against federal employees personally. So the question is, why shouldn't we take that as -- as signaling what we should do here, that we should say, you know, Congress really has to be clear to do this, and Congress hasn't been so clear?",Ramzi Kassem,"Forgive me, Justice Sotomayor. Let me clarify my -- my answer. Congress, of course, intended to pierce and pierce sovereign immunity with respect to injunctive relief. What happened in Sossamon was that the plaintiffs were suing the State of Texas and officials, prison officials, of the State of Texas in their official capacity, not in their personal capacity. So the plaintiffs in Sossamon sued officials in an official capacity for damages, which is basically a suit for damages against the state itself. And that was barred by sovereign immunity. Had they -- had they sued those state prison officials in their personal capacity for damages, there would not have been a sovereign immunity bar, just like there is no sovereign immunity bar here in this case against these individual capacity Petitioners.",1,1
2020_19-71,j__elena_kagan,116,"Well, if I could interrupt you on that point. I mean -- I -- I -- definitely the first, but I thought the Franklin was really limited to where Congress was silent on the question of remedies. Congress is not silent on the question of remedies here. We have a question about how to interpret what it said about remedies, but it specifically spoke to remedies. So why is Franklin at all applicable?",Ramzi Kassem,"Well, Justice Kagan, there are a few reasons. First, when Congress acted in 1993, it acted against the backdrop where the sort of relief at issue in this case was not foreclosed. As was noted earlier, there were free exercise cases under Section 1983 allowing damages. There were Bivens cases assuming the availability of free exercise damages at that time. And there was even a case, Dellums v. Powell in 1977 out of the D.C. Circuit, awarding damages against a federal officer, the chief of the U.S. Capitol Police, on a First Amendment Bivens theory, although that was a speech and assembly theory, not a free exercise theory. And the last and most important part of the backdrop against which Congress acted was the Franklin decision. Franklin came down in 1992, and it spelled out a traditional -- it restated, really, a traditional rule that presumes that where there is a cause of action, whether it's express or implied, all damages -- all -- all appropriate relief is available, including damages, and it spells out a methodology for, you know, figuring out whether -- what remedies are available if a statute is silent as to remedies or if it's ambiguous as to remedies.",1,1
2020_19-71,j__elena_kagan,118,"Thank you, Mr. Kassem.",Ramzi Kassem,"Well, Your Honor, I -- I'd like to try to clarify that. You know, the question under the rule -- so the presumption is agreed, all appropriate remedies unless Congress expressly states otherwise. The question under Franklin is always whether Congress intended to limit application of this general principle. Where you have an implied cause of action, the usual recourse to text and history is not possible, and so Congress -- sorry, the Court looks to the state of the law. But the -- the principle holds even if the cause of action or the remedy is expressed, but it's ambiguous. And you need only look to Franklin itself for that explanation and for an illustration, in fact, of that methodology because Franklin looked at the 1986 Rehabilitation Act amendment, which had an explicit provision of remedy, and then it applied the usual recourse, the usual way of reading that text, which is absent any contrary indication in the text or the history of that statute, Franklin presumed that Congress acted with a traditional rule in mind, affording damages. And so --",1,1
2020_19-309,j__elena_kagan,49,"Good morning, Mr. McConnell. If I could go back to the standing questions that you've been answering. As I understood your answers, you said two things. One was that Mr. Adams never out and out said he was going to apply, and the second was that, in fact, he didn't apply on numerous occasions. So, as to the first -- I mean, this is his deposition testimony. I think the -- the Chief Justice referred to this. He said: I would apply for any judicial position that I thought I was qualified for, and I believe I'm qualified for any position that would come up. So isn't he -- you know, he out and out says he wants a judicial position, isn't he?",Michael W. McConnell,"MR. McCONNELL: Well, Justice Sotomayor, this is really a question of -- of experience and reality. And political party in this country is -- it's universally used by political science and scientists as the proxy for a philosophy and ideology, and it's especially true now in the last -- in the last 20 or 30 years, when -- when the two parties have been through, you know, what they call partisan sorting, so that today the most liberal Republican is -- is at least similar to but, you know, probably more conservative than the most conservative Democrat.",0,1
2020_19-309,j__elena_kagan,51,If I could --,Michael W. McConnell,"MR. McCONNELL: He's -- that certainly fall shorts of a concrete plan, as required by Lujan, but I think his big problem is that --",0,1
2020_19-309,j__elena_kagan,53,"-- just stop you there. Why -- why does it fall short of a concrete plan? He's basically saying, I'm -- I want -- I would apply for any judicial position that would come up. That's what -- that's what he says. That's a concrete plan: I would apply for any judicial position that would come up.",Michael W. McConnell,MR. McCONNELL: -- as to the --,0,1
2020_19-309,j__elena_kagan,55,Okay. So --,Michael W. McConnell,"MR. McCONNELL: Of course, he hasn't followed through on that on -- on many occasions, which I think is --",0,1
2020_19-309,j__elena_kagan,57,"-- that's your second argument, Mr. McConnell, but, as to that, I mean, isn't the answer that it would be completely futile to apply? I mean, as long as this constitutional provision is in effect, and he's an Independent, he's not going to get a position --",Michael W. McConnell,MR. McCONNELL: -- the problem.,0,1
2020_19-309,j__elena_kagan,59,-- so why would we insist that he have to file an application?,Michael W. McConnell,"MR. McCONNELL: Oh, no, that's --",0,1
2020_19-309,j__elena_kagan,61,"Well, if he had said, what I'm -- what I'm interested in is the three that have both the provisions, the -- the major party as well, would he have to apply?",Michael W. McConnell,"MR. McCONNELL: Justice Kagan, that's just not so. Of the five constitutional courts, two of them do not have a major party provision, and he's eligible for every single vacancy on those courts.",0,1
2020_19-309,j__elena_kagan,63,"I -- I -- I guess it seems a lot to me like the cases where we've said, you know, when somebody challenges an admissions policy, you know, in Gratts, in -- in Bakke, things like that, we're not going to make you file the application. We're certainly not going to judge what the likelihood of somebody thinking that the application is meritorious is. As long as this policy remains in effect, you can just challenge the policy.",Michael W. McConnell,"MR. McCONNELL: Well, probably not, but that isn't what he said. And we have to judge this case according to the case that he has brought to us.",0,1
2020_19-309,j__elena_kagan,165,"Good morning, Mr. Finger. I just want to make sure I understood your answer to Justice Alito. He said a governor comes in and he says, you know, I'm a Democrat and I'm committed to appointing only Democrats to the bench. They share my judicial philosophy. That's what I'm doing. You think that that would be unconstitutional?",David L. Finger,But it still relegates Independents and minor parties to -- to the -- to the minority. It precludes -- it neuters the influence of unaffiliated judges by diminishing the importance of their vote by -- numerically.,1,1
2020_19-309,j__elena_kagan,167,"Well, I'm sure that they're making decisions with regards to merit. There are lots of meritorious Democrats. But they're -- they're just saying, I'm not going to consider Republicans, I'm only going to consider Democrats. Or, alternatively, let's take another hypothetical. Suppose a -- a -- a governor comes in and says, I'm going to do -- I -- I like this Delaware scheme. We don't have one in my state. But I'm going to do exactly this. I'm going to make sure that there's only a bare majority and make sure that it's evenly divided between Democrats and Republicans. A governor couldn't do that either. There's no constitutional provision. There's no law. This is just a governor's view of good judicial appointment-making.",David L. Finger,"I think that would be -- certainly, governors have the right to include political affiliation amongst the factors they consider. But, if they are making a determination based on a classification without regard to individual merit and a classification that is -- is protected by the constitution --",1,1
2020_19-309,j__elena_kagan,169,"So you -- you don't think that there's any difference between the two, having a -- a law from somebody else, whether it's the constitution or the legislature passes it, on the one hand, and just it being a decision of the appointing authority?",David L. Finger,"Again, these go back to the communist cases and the question of communists need not apply, which we find -- which is not acceptable under the First Amendment. It is -- it is simply a form it's taking -- as opposed to a written law, it is a -- a decision of a government authority. And in those cases, if you're doing it just because you like it or just because you don't like someone of another political party, that is no different than -- than having a law that says you can -- you cannot apply.",1,1
2020_19-309,j__elena_kagan,171,"Okay. Let's assume that we do what you ask us to do and -- and apply strict scrutiny or some form of heightened scrutiny. Why does this fail? I understood your principal argument to be that this was not the least restrictive alternative. So I guess my question is, what -- what would be a less restrictive alternative?",David L. Finger,"No, I believe that unwritten policy, which violate constitutional language, are just as subject to -- to judicial attack as written ones.",1,1
2020_19-309,j__elena_kagan,173,"Well, I -- I -- doesn't that go to something very different? I mean, sure, that code of conduct is very important and it makes sure that judges are ethical, but it doesn't do what this law tries to do, which is to say we want to create balanced courts, we want to do that both for the appearance of justice, that those courts won't look political, and we also want to do it because we think that those courts will make better decisions. They won't go to the extremes. They'll move to the center. There won't be polarization. There'll be compromise.",David L. Finger,"The less restrictive alternative is already -- exists. It is in the Delaware Code of Judicial Conduct, which says that judges shall not consider political concerns in making their decisions. Of course, Mr. --",1,1
2020_19-292,j__elena_kagan,63,"Ms. Corkran, there are quite a number of statements in Hodari D. that support your position. But Mr. Standridge says that they're all dicta and that we are not bound to take account of them. I -- I was just wondering what your response to that was.",Kelsi B. Corkran,"So I -- I -- I don't think that the remedy provided by the Due Process Clause is adequate here at least under the current regime, where we have the conscience-shocking standard. There are all sorts of abuses by the government of power that would fall short of the conscience-shocking standard, even though they would be unreasonable uses of excessive force.",0,1
2020_19-292,j__elena_kagan,65,"And as -- as you read the common law cases, do you get any sense of why it was that those cases said that mere touch was enough? I mean, is there a rationale that accompanies that rule?",Kelsi B. Corkran,"Certainly, the Court's holding in Hodari D. that the common law of arrest defines a Fourth Amendment seizure is binding precedent. That was the foundation of the -- the Court's finding of no seizure in that case. And the -- the Court's discussion of what the common law of arrest has held, which was that touch intended to restrain is a seizure regardless of whether there's submission, you know, I -- I don't know that I would say it's binding in the sense that it was necessary to the Court's outcome, but the courts thoroughly considered the question presented here. That -- those were not generalized stray statements made in a different context. The Court was considering this question, and all nine Justices agreed that the circumstances we have here would amount to a -- a common law arrest and, thus, a Fourth Amendment seizure.",0,1
2020_19-292,j__elena_kagan,67,"Thank you, Ms. Corkran.",Kelsi B. Corkran,"The founding generation recognized that the infliction of physical force on the body is itself an intrusion regardless of whether the person is able to walk away. This Court recognized in -- in an 1891 case, Union Pacific v. Botsford, that the touch of a stranger without lawful authority is itself an indignity, a trespass, and assault. And so that -- that was the concept at the founding that the -- the Framers gave constitutional weight in the Fourth Amendment.",0,1
2020_19-292,j__elena_kagan,140,"Ms. Taibleson, I wanted to ask you about exactly that question that you just said at the end because your office did take a different view in Hodari D. This -- this question was -- was -- was viewed as important to the resolution of the case there, and the office said -- and I'm quoting here -- ""at common law, the concept that someone could be in flight and yet also be seized would have been unfathomable."" So this is not a criticism of a change of position. I just want to understand what accounts for the change of position in this case.",Rebecca Taibleson,"We certainly don't think it's language that we could simply set aside. Of course, we advocated for a different position in Hodari D. This Court rejected it, and so we are here respecting, you know, what the Court said in Hodari D.",2,1
