case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2019_18-280,j__samuel_a_alito_jr,168,"Well, if they're not less safe, then what possible justification could there have been for the old rule, which you have abandoned?",Richard P. Dearing,"We -- we -- no, I don't think so. We made a judgment expressed by our police commissioner that -- that it was consistent with public safety to repeal the prior rule and to move forward without it.",1,0
2019_18-280,j__samuel_a_alito_jr,170,So you think the Second Amendment permits the imposition of a restriction that has no public safety benefit?,Richard P. Dearing,"It was a reasonable -- as we've outlined in our briefs, it was a reasonable implementation of the -- of the state premises license, carry license division. I think -- and we've explained that there was -- was a verification benefit to the way that that rule was set up. That verification benefit perhaps has not played out as much in practice as it had been predicted, and we believe the police can work harder and make sure that the city stays safe.",1,0
2019_18-280,j__samuel_a_alito_jr,172,"Well, if it's viewed in that way, could the city -- would it be consistent with the Second Amendment for the city to prohibit any trip by a person holding a premises license to a firing range?",Richard P. Dearing,"I think you have to look, first, to consider whether the -- the type of restriction -- how the restriction accords with the history under the Second Amendment before we answer that question. And so I -- I think -- I think the right place to start, and -- and, for our purposes, maybe starting with shooting ranges is the best, first key point is this must be viewed as an adjunct to the premises license. This is not just a general statute or generally applicable statute. It's an adjunct to the premises license. It's --",1,0
2019_18-280,j__samuel_a_alito_jr,174,"So you are conceding -- I take it ""doubtful"" means that it would be unconstitutional. You can tell me if you -- you -- you don't know the answer to that question. But, if it -- if that's what it means, you're conceding that the Second Amendment protects the possession of a firearm outside the home under at least some circumstances?",Richard P. Dearing,I think that would be doubtful. And the -- and the reason the city went beyond what state law says about a premises license and -- and authorized transport to shooting ranges in the city was because the city recognized that -- that training is -- does intersect with and is important to effective use of the handgun in the home.,1,0
2019_18-280,j__samuel_a_alito_jr,176,"Well, if the person is taking the firearm, the handgun, from the home to a firing range, the person is out on the streets of New York, and if -- unless a total ban on taking it to a firing range would be consistent with the Second Amendment, it follows that the Second Amendment, under at least some circumstances, protects the possession of a handgun outside the home. Isn't that correct?",Richard P. Dearing,"I think what I'm conceding is that, in the case of a premises license, the Second Amendment has something to say about what effective possession in the home means. And sometimes that may mean that you need to be able to -- that a license holder needs to be able to undertake certain activities outside the home.",1,0
2019_18-280,j__samuel_a_alito_jr,178,"Well, how should the -- what methodology should the courts use in approaching Second Amendment questions? If they conclude that text and history protect a -- the text and history of the Second Amendment protect a particular activity, is that the end of the question, or do they then go on and apply some level of scrutiny?",Richard P. Dearing,"I think -- I think that's a fair way to look at it, that -- that -- that -- but -- but, from our perspective, the right question regarding a premises license is, did the -- did the rule impermissibly burden effective use of the handgun in the premises? In the same way that to get a gun to a premises, you have to get it somewhere outside -- you know, purchase it somewhere outside your premises and bring it there, that certain things that happen outside the home may -- may be integrally related to effective use of a handgun inside the home. But, when you look at a premises license, and not speaking about the Second Amendment at large or writ large but the premises license specifically, the only proper lens to look at the question through is whether the restriction impinges on effective use of the handgun in the home. And with regard to training, we have two -- two related reasons why it doesn't. The first is to look to historical restrictions, which were not themselves directed at premises licenses but are illuminating, and, historically, the location where people were permitted to train was -- was fairly extensively restricted, provided that opportunities to train remained available. And we -- that's the principle we distill from history. And -- and when you apply it to the premises license here, what our -- the conclusion is that the ability to train locally in a circumstance where market forces are allowed to operate to determine how many facilities are present, where there's no indication that supply was insufficient to meet demand, and where the Petitioners here actually in their summary judgment affidavits never even said they wished to engage in any form of regular training outside the city. All they said is they wanted to go to shooting competitions -- regional shooting competitions out of the city, that on this record, the former restriction or the former rule implementing the premises license to allow fire -- training locally meets Second Amendment requirements.",1,0
2019_18-280,j__samuel_a_alito_jr,180,Right.,Richard P. Dearing,"I think -- I think, first, we look -- we look to history and determine whether history answers the question one way or the other, whether it's constitutional or unconstitutional.",1,0
2019_18-280,j__samuel_a_alito_jr,182,"But, if history says this is protected, then that's the end of the question? There's no resort to some level of scrutiny?",Richard P. Dearing,"And in a significant number of cases, history will not speak with one voice or conclusively on that subject, and then the right step is to move on to an assessment of justification and fit under a means and scrutiny approach.",1,0
2019_18-280,j__samuel_a_alito_jr,195,Why --,Richard P. Dearing,"That argument is the -- is the argument that -- that is presented on the record of the -- of the detective -- detective -- detective -- detective's affidavit, sorry. We, of course, took a close look at that question, and the police commissioner determined that -- that the rule could be repealed without a negative impact on public safety. I do think the police will have to work harder to verify what's happening in those situations, but we -- we are confident that they can do it and they will do it --",1,0
2019_18-280,j__samuel_a_alito_jr,197,"-- why will they have to work harder? Somebody who lives in midtown is stopped and -- with a gun and the officer says, where are you going? I'm going to a firing range in Jersey City, which is right across the river. That's tougher than, I'm going to a firing range in Staten Island. And I think three of your seven ranges are in Staten Island, am I right?",Richard P. Dearing,-- successfully.,1,0
2019_18-280,j__samuel_a_alito_jr,199,Two are in Staten Island?,Richard P. Dearing,Two -- two are in Staten Island.,1,0
2019_18-280,j__samuel_a_alito_jr,201,"All right. How about if somebody who lives in the north Bronx says, I'm going across the border to Westchester County? That's tougher for you to -- to look into than, yes, I'm going all the way to Staten Island?",Richard P. Dearing,"That's right. I think it is a little bit tougher, but, of course, the -- the person may not say Jersey City either.",1,0
2019_18-260,j__samuel_a_alito_jr,62,"The term ""from"" could be read very broadly to mean that a discharge requires a permit if the pollutant emerges at some point from a point source and by some means, no matter how remote, some quantity of the pollutant eventually makes its way into the waters of the United States. Now I take it that interpretation which Respondents once advocated is no longer their position. So what concerns me is whether there is any limiting principle that can be found in the text and is workable and does not lead to absurd results.",Elbert Lin,"If I had to go with two, I would start with structure, the fact that nobody disputes that there should be a point source program and a nonpoint source program, and that their reading renders the nonpoint source program, by their own admission, into a residuum, whereas ours leaves a meaningful role for the nonpoint source program. The second tool of statutory interpretation, Your Honor, is to look at the context and the other provisions, including the punitive provisions, which, as this Court has recognized, impose civil penalties of more -- of more than $50,000 a day. We're talking about a permitting regime. And what would we have expected Congress to have written? Something that requires an after-the-fact analysis of traceability or something that could be determined ahead of time by mere observation, that there is here a discernible and confined, discrete conveyance that is delivering the pollutants to the water. I need to go get a permit.",0,0
2019_18-260,j__samuel_a_alito_jr,64,"What about the limiting principle that the Respondents now propose, which is that it has to be fairly traceable and there has to be proximate causation and, therefore, foreseeability, is -- can that be found in the text and is it workable?",Elbert Lin,"Your Honor, I think the limiting principle is the means of delivery test, which is that you -- that -- that what Congress wanted regulated entities and regulators and courts to look at is, how is the pollutant reaching the navigable water? Is it a discernible, confined, and discrete conveyance? Now that is a case-by-case factual determination and there are lines that need to be drawn, but we think in the overwhelming majority of cases it's going to be clear. Your Honor, in terms of whether ""from"" could be more broadly read, I think, yes, if the statute were written differently, if it said, for example, emitted from a point source, that might be a different case.",0,0
2019_18-260,j__samuel_a_alito_jr,125,"I'm not sure I really see much of a distinction between the direct hydrological connection or a hydrological connection and what you're -- and what you're advocating. Let's take the example of a wastewater treatment facility. Can you think of any situation in which there is traceability -- and I don't know what the difference is between fairly traceable and unfairly traceable, but put that aside -- when -- when it's traceable, but it wouldn't be foreseeable?",David L. Henkin,"Justice Ginsburg, in our view, our test is narrower. Direct hydrologic connection is the test that EPA and -- and -- and states had applied for three decades until EPA changed its position in April. And that looks mainly at the -- the -- the facts on the ground, the factual hydrologic connections. And so that would be the traceability I was discussing with -- with the Chief Justice. We bound that factual causation, so even if there is causation in fact, the law when you're looking at holding people responsible for what they caused, will -- will not always hold them legally responsible if it's -- if it's not foreseeable, if it's too attenuated, if it's too remote.",1,0
2019_18-260,j__samuel_a_alito_jr,127,"Okay. So that's this facility. Let's take an example of the ordinary family out in the country that has a septic tank, and they buy it from somebody who installs them and they get the building permit that's required by that rural municipality. And then it turns out that some of -- some things are leaching out of the septic tank 10 years later and making its way into waters of the United States. So they would be violating -- they would be violating the Clean Water Act for lack of a permit and would be subject to all the penalties that go with that for every day of the violation?",David L. Henkin,"No, Justice Alito. I think with the wastewater treatment plant, I would find it hard to think of a situation in which a wastewater treatment plant, which is designed to dispose of, not to store, but to dispose in this case of millions of gallons of treated sewage every day, when they designed this facility back in 1973, a decade before putting it into operation, they knew what they were doing. They drilled -- this is not a case in which we have percolation down through the soil eventually getting into groundwater. They drilled these injection wells directly into the groundwater, expressly for the purpose of conveying it to the ocean --",1,0
2019_18-260,j__samuel_a_alito_jr,129,"Well, what -- I mean, what if they buy it from -- and they don't have a lot of money and so they shop around and they buy it from the lowest cost provider and the lowest cost installer -- and then, if it turns out, well, it should have been foreseeable that because you bought this from this cheap outfit that there was going to be a problem, that would be a violation?",David L. Henkin,"Well, Justice Alito, if I understand your hypothetical correctly, at the time that they purchased the house, they had no reason to believe that any pollutants would be getting to the ocean. And that would be a reasonable assumption for a homeowner because septic tanks, as both, I think, the homeowners brief -- or the National Home Builders brief, as well as Anderson County brief point out, the reason that we have these types of regulations locally has nothing to do with the Clean Water Act. It's so that a septic tank is properly installed and it's going to use the ground as a treatment system, but it doesn't even pollute groundwater, much less any down --",1,0
2019_18-260,j__samuel_a_alito_jr,217,"Well, the Court has spoken about hiding elephants in mouse holes. Was groundwater an elephant at the time when the Clean Water Act was enacted? And, if it was, how do you account for the fact that there isn't any direct reference to it in the definition of a conveyance or any of the other provisions that are directly relevant here?",David L. Henkin,"Understood. But Congress enacted the citizen suit provision at the same time as the Clean Water Act in 1972. And I -- I'm not aware of any lawsuit against an individual septic tank owner for the violation, notwithstanding, again, a consistent interpretation up until April of this year by the Environmental Protection Agency that discharges via groundwater are covered. And the reason for that is, in order to establish traceability and foreseeability and all that, you need a big discharger like the Petitioner here. You -- you've got millions of gallons per day in an intentionally designed facility. Congress did not intend to create a loophole. I want to briefly address the United States' argument there's something about the structure of the Act, something special about groundwater. Well, nearly every provision that they cite that talks about these programs for groundwater in the same breath say and surface waters and navigable waters. Congress treated them the same. And so, in the same way that those provisions don't exempt surface waters, waters of the United States, they don't exempt groundwater.",1,0
2019_18-260,j__samuel_a_alito_jr,219,"I mean, do you think that that's really comparable, where you have a pipe that's over the river and the pollutant is coming out of the river and going through the air, that anybody's going to seriously argue that, well, because it went through the air, it wasn't covered? Do you really think that's comparable to groundwater that can travel a long distance?",David L. Henkin,"Well, Justice Alito, there's no reference in any of the NPDES permitting program or the definition of a point source to regulating discharges via air, yet Petitioner concedes if the pipe is hanging over the water's edge, it can pass through air. The United States concedes --",1,0
2019_18-260,j__samuel_a_alito_jr,221,"Well, I don't know about that. If you have a pipe that stops short of the water and you do that because you know that the pollutant, when it comes out of the pipe, is going to flow downhill into the river, I -- I don't know that you're going to be able to avoid the conclusion that whatever it is that takes it down that slope is a conveyance.",David L. Henkin,"Well, Justice Alito, I could imagine a situation in which you have a pipe hanging out over the water and it's trickling into the water, and there's a strong wind, and every once in a while the trickle gets batted upon the shore. So that's not covered because it's now on the shore. And then it's -- then the wind dies down and it goes into the water. So there's really, you know, there's no difference in this situation. The same thing with respect to land. There's no reference to land in the NPDES permitting. And -- and yet we can all conceive how it would create a -- a road map for evasion if you can cut your pipe five feet short of the shore line.",1,0
2019_18-260,j__samuel_a_alito_jr,224,"Well, I didn't know Mr. Stewart was spiking punch. (Laughter.)",David L. Henkin,"-- you tasted the punch and you said this tastes like whiskey, you'd say, where did that come from? You wouldn't point to -- you'd say it came from the whiskey bottle. That's how we know it's whiskey. And, here, we know we have whiskey, whiskey in the form of a injection well that is discharging 3 to 5 million gallons per day into the ocean. And there's nothing about the Clean Water Act that would allow a polluter to evade it by -- by -- by -- by pouring the whiskey via the groundwater.",1,0
2019_18-260,j__samuel_a_alito_jr,225,"But would you say in his extent -- extend his example, that it came from a barrel in Scotland?",David L. Henkin,"-- you tasted the punch and you said this tastes like whiskey, you'd say, where did that come from? You wouldn't point to -- you'd say it came from the whiskey bottle. That's how we know it's whiskey. And, here, we know we have whiskey, whiskey in the form of a injection well that is discharging 3 to 5 million gallons per day into the ocean. And there's nothing about the Clean Water Act that would allow a polluter to evade it by -- by -- by -- by pouring the whiskey via the groundwater.",1,0
2019_17-834,j__samuel_a_alito_jr,95,"May I ask you a question about -- before your time expires, about the meaning of the language in (b)(5), any information contained in the I-9. What does that mean?",Christopher G. Michel,And that's --,0,1
2019_17-834,j__samuel_a_alito_jr,97,"I -- I still don't understand what you make of it and how it fits the language of the statute. Information means generally a fact, all right? So facts contained in the I-9 would be the name, the Social Security number, the address, all the facts that the applicant for employment puts on the I-9. Now I agree that that -- it can't mean that. That -- that produces ridiculous results. It can't mean that those facts can never be used by anybody for any purpose. But I -- I don't quite see how -- I don't really understand -- your -- you mean -- you interpret this to mean they can't use the I-9 in -- in whole or they can't use the I-9 in part. Isn't that -- that's what it comes down to. How does that fit the language of the statute?",Christopher G. Michel,"I think that simply means -- that simply covers everything that's on the I-9 form. And that's an effort by Congress to cover broadly everything that's on the form, in case there were some creative prosecutor who wanted to say, well, we've extracted piece of the -- a piece of the I-9 and, therefore, we're not using the I-9 in violation of (b)(5). And even if this Court might not find that a very persuasive argument, I think it makes sense that Congress wanted to be doubly sure that they were covering the full form.",0,1
2019_17-834,j__samuel_a_alito_jr,146,"States -- states may impose requirements for particular jobs or maybe even for all jobs, but let's just stick to particular jobs that go beyond the requirements necessary for obtaining any employment in the United States, such as information for a criminal background check or to prove age that's a requirement for the job, using dangerous machinery. Does your argument apply to that?",Paul W. Hughes,"Well, Your Honor, and -- and, again, to answer the hypothetical, I have to know if the prosecution includes an element of -- of -- of what the -- what the fraud is, because, in that theory, Your Honor, it's not clear why the use of a false Social Security number would be relevant, or would be a material aspect, but -- but, if it is, that prosecution could proceed. So --",1,1
2019_17-834,j__samuel_a_alito_jr,149,"So, if the K-4 serves a purpose other than policing compliment with the federal requirement for obtaining work, then that would be sufficient?",Paul W. Hughes,"No, Your Honor. If the state has those sorts of requirements that are unrelated to the federal immigration laws, and they -- there's a valid state law that requires information at the time of hiring for those reasons, our argument does not apply and preemption does not --",1,1
2019_17-834,j__samuel_a_alito_jr,151,Why does it matter?,Paul W. Hughes,"Well, I think -- and let me be quite clear about this, Your Honor -- I think if the state had charged this as simply the Kansas misdemeanor offense, which is making a false statement on a state tax form, I think we would have a very different case in that circumstance.",1,1
2019_17-834,j__samuel_a_alito_jr,178,What type of --,Paul W. Hughes,"Your Honor, what Kansas has done here is it is on its face objectively prosecuting an immigration offense, because it has said repeatedly in the lower courts that necessary to show it's -- that the intent to deceive element, was showing that individuals used false information to show that they were eligible under federal law to hold employment when they were, in fact, not.",1,1
2019_17-834,j__samuel_a_alito_jr,211,What type of --,Paul W. Hughes,"But, Your Honor, what the distinction is, is while Kansas may prosecute a wide range of -- of offenses on its tax system, and we certainly don't disagree with that, what Kansas might not do is have its own individual immigration policy and immigration offenses. I think I agree with you there are ways that Kansas can charge similar sorts of conduct when it relates to the tax system that is not a state adopting its own immigration system. And I think --",1,1
2019_17-834,j__samuel_a_alito_jr,215,What type of -- what type of --,Paul W. Hughes,"We would perfectly welcome a DIG, Your Honor. I think that would be an appropriate outcome in this case. (Laughter.)",1,1
2019_17-834,j__samuel_a_alito_jr,217,-- preemption are you relying on? What type of preemption are you relying on?,Paul W. Hughes,"We would perfectly welcome a DIG, Your Honor. I think that would be an appropriate outcome in this case. (Laughter.)",1,1
2019_17-834,j__samuel_a_alito_jr,219,I -- I don't see how you get express preemption out of (b)(5). And I don't know what the conflict is. What is the conflict?,Paul W. Hughes,"Your Honor, we argue both express preemption on the language of 1324a(b)(5) as well as conflict with -- or, sorry, with -- as well as implied, with respect to implied --",1,1
2019_17-834,j__samuel_a_alito_jr,221,But what -- what is the conflict?,Paul W. Hughes,The conflict is the similar sorts of conflicts that the Court recognized with respect to Section 3 of SB 1070.,1,1
2019_17-834,j__samuel_a_alito_jr,223,"Well, how do we know --",Paul W. Hughes,"The conflict is the exercise of prosecutorial discretion, how the federal government uses prosecutorial discretion to establish a consistent --",1,1
2019_17-834,j__samuel_a_alito_jr,225,"-- that the federal government has taken the position that this particular case or cases of this particular type shouldn't be prosecuted? This is not a situation like Arizona, where a state has criminalized something that is not criminal under federal law. It's a case where the same conduct is criminal under federal law and, Kansas says, under Kansas law. So where's the conflict?",Paul W. Hughes,-- federal immigration --,1,1
2019_17-834,j__samuel_a_alito_jr,227,What is the conflict? The federal government doesn't say this is contrary to our -- our enforcement priorities.,Paul W. Hughes,"Your Honor, that was exactly the case with respect to Section 3 of SB 1070, where the state had adopted precisely the federal standards in assessing what was the underlying state offense, and they still found preemption.",1,1
2019_17-834,j__samuel_a_alito_jr,235,"If the -- if the person whose identity is stolen has, let's say, five dependents and the applicant for employment has no dependents but puts down five dependents so less money will be withheld under federal and state law, could that applicant be prosecuted for that offense?",Paul W. Hughes,"The specific reason is because the federal government establishes a uniform immigration policy with respect to who they're going to prosecute and who not, and that has immigration consequences. But, beyond that, I think our field preemption argument is an extraordinarily strong one because all of the criteria that existed with respect to Section 3 of SB 1070 are present here. There is the exact same sort of comprehensive and systematic system of immigration, civil and criminal penalties. And only the federal government can exercise many of the forms of discretion that are baked into those enforcement mechanisms. So just to offer one example, it is a deportable offense to use false information in order to have fraud on the federal employment verification system. However, there's a discretionary exception to that. If an individual enters the United States as a lawful permanent resident and then is working solely to support his or her own immediate family, the federal immigration authorities can waive deportation in those circumstances. Only the federal government can balance that policy as an immigration matter. When the states prosecute, the only remedy is the state criminal offense and not the graduated and varying mechanisms that the federal government had available.",1,1
2019_17-834,j__samuel_a_alito_jr,269,Excuse me.,Paul W. Hughes,"That -- that's not this case because that is not the State of Kansas law. Under Kansas law, it's actually to the opposite. As we noted in Footnote 8 of our brief, Kansas law does not require the submission of a K-4 at the time of hiring. As a matter of fact, it generally does occur. But Kansas state law specifically provides for individuals to be hired without submitting a K-4. So there's simply not the theory of -- of prosecution that was available to Kansas in the facts of this case and not what it was that they, in -- in fact, advanced. So, ultimately, again, we think that this is a narrow case, that use of false information to show federal work authorization is the element that is preempted. It's a clear rule. It's a rule that the trial courts across the states can regularly implement. We think it's the only rule that actually gives effect to what Congress did in 1324a(b)(5). Absent that rule, states would be eligible to prosecute the exact same offense that I think everybody agrees is expressly preempted under -- under the -- the -- the text of IRCA so long as it's given a different name. And that's simply not how preemption works. As this Court has said repeatedly, preemption looks to what the state of the facts regulating --",1,1
2019_17-834,j__samuel_a_alito_jr,271,"How is it expressly preempted under (b)(5)? That argument mystifies me, because (b)(5) says nothing about work authorization. It says nothing about aliens. It says nothing about the use of the information by a state government or by the federal government. It applies to any use. How you can read the argument that you're making into (b)(5) is something that escapes me. Can you explain that?",Paul W. Hughes,-- not the label that the state uses for the prosecution.,1,1
2019_17-834,j__samuel_a_alito_jr,273,"No, but you want us to say -- you say it's expressly preempted, even though all of the elements, practically all of the elements of the rule that you're advocating are not mentioned at all in (b)(5). But you want us to read all of those in and then say this is an express -- this expressly preempts. Now you may have a good argument under some other category of preemption, but how it can be expressed and how it can be express preemption is really -- is really something.",Paul W. Hughes,"So a -- a few things, Your Honor. First, I think (b)(5) certainly identifies the policy that Congress enacted which informs our arguments under field preemption. And I think that may in part be the best way to look at this. But, second, with respect to -- to (b)(5) itself, I don't think there is much dispute that it is a preemption provision, because I think the -- the federal government has agreed that it means you can't prosecute fraud on the I-9 form itself. The real question is, what is the breadth of that express preemption provision? And what Kansas has suggested is that it's either all or nothing, that either it -- the -- the language and any information contained in effectively does nothing because it reduces just to what the form is or -- or a partial aspect of the form, or, if you give any meaning to that language, then there's no limitation and everything is fair game. That is not how the Court should interpret this and that's not how the Court interprets preemption statutes more broadly. Take, for example, the Maracich v. Spears case where the Court was assessing the language in connection with this.",1,1
2019_18-5924,j__samuel_a_alito_jr,6,"You are asking us to overrule Apodaca, so we do have to think about stare decisis. And last term, the majority was lectured pretty sternly in a couple of dissents about the importance of stare decisis and about the impropriety of overruling established rules. I'm thinking about the dissent in Franchise Tax Board and the dissent in Knick versus Township of Scott. And a very important consideration in considering stare decisis is reliance. So it would be helpful to me if you could compare the reliance that's at issue here. Louisiana and Oregon have tried thousands of cases, in reliance on Apodaca. The Court said: This was okay. We've never -- we've never suggested that it wasn't. We've denied cert in lots of cases. So can you compare the reliance here with the reliance in Franchise Tax Board and in Knick?",Jeffrey Fisher,"Well, the best historical evidence, Mr. Chief Justice, is that it was -- it got latched onto a debate about the vicinage requirement. And so what James Madison did is take away all of the elaboration of the -- of the right to trial by jury. And so I think actually the best example also to respond is -- is -- is the Pennsylvania Constitution, which at the time of the founding required unanimity explicitly. And then Justice Wilson actually amended the -- rewrote the constitution in -- in Pennsylvania to take it out. And, remember, Justice Wilson, as we note at length in our brief, was one of the leading expositors of the common law notion of trial by jury and the Sixth Amendment requiring unanimity. And I think that was the last thing I wanted to say about the drafting history, is that one would think that if the framers had dispensed with 400 years of uniform practice, that somebody would have said something about it. But what you have is the reverse. You have Justice Wilson, right after the Constitution's founding, talking at great length about how unanimity is ""indispensable."" You have Justice Story in his Commentaries using exactly the same word, ""indispensable."" And you have any number of other criminal law treatises at the time, all of which are gathered in our brief and at greater length in the ACLU brief that canvasses the history, all reinforcing this notion.",-1,0
2019_18-5924,j__samuel_a_alito_jr,8,"Well, but that's --",Jeffrey Fisher,"Well, I think Justice Alito, I'd like to make both a legal comparison and a factual comparison. So starting with the law, I think it's important to note that the state here is claiming to rely on Apodaca, but they are not defending the rule of Apodaca, which is that the Fourteenth Amendment doesn't require states to have unanimous verdicts. Instead, they're asking the Court to adopt a new rule of Sixth Amendment law that the Court has never adopted. And I know the Court last term, as you -- as you note, in part of those disagreements, some justices were saying, well, it's okay to come up and rehabilitate an old rule; that shouldn't forgo stare decisis value.",-1,0
2019_18-5924,j__samuel_a_alito_jr,10,"I -- I don't want to interrupt. That's a fair point, but we're not tied in deciding this case to the position that's taken by the state. We have a decision of this Court, Apodaca, and we could -- we could affirm it on -- on a different ground from the one that the -- the exact one the state has -- has advanced. But I want you to complete what you were saying.",Jeffrey Fisher,But here the state is asking for a brand-new rule.,-1,0
