case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2012_11-9953,j__clarence_thomas,189,"Well -- he did not [sotto voce] provide adequate counsel.
[Laughter]",carla_s_sigler,"Yes, Your Honor.",1,0
2015_14-10154,j__clarence_thomas,150,"Ms. Eisenstein, one question. Can you give me -- this is a misdemeanor violation.
It suspends a constitutional right.
Can you give me another area where a misdemeanor violation suspends a constitutional right?",ilana_eisenstein,"Your Honor, the rule of lenity only applies where there is grievous ambiguity in the statute.
And I respectfully submit that there is no such grievous ambiguity.
Congress's intent was clear, and this Court already found as much, in Castleman and in Hayes, which is that there was a class of offenses that Congress intended to cover by the statute which were generally applicable assault and battery statutes. And the rule that Petitioner suggests would exclude all of those offenses and would frustrate that clear purpose of Congress, so lenity doesn't apply for that reason.
And there's no ambiguity, not only as to the purpose, but as to -- as to what battery itself encompasses.
Petitioners have tried to argue that battery, either at common law or in contemporary practice, that there was some requirement of an intent to do harm.
And the overwhelming weight and universal weight of authority points the opposite direction.
Even the sources cited by Petitioner establish that at common law, there was no requirement for the intent to do harm. And certainly States, in adopting their assault and battery provisions, have modeled that -- that formulation. Another way to look at this is -- outside of the common law, is the way that Taylor examined the statute of burglary under the ACCA offense, which is to -- rather than turning just to the common law, as to view this as covering generic battery.
And -- and when looked at that way under the contemporary practice, the Model Penal Code and the uniform opinion of the courts of appeals and commentators all have concluded that battery was not limited to a purpose to cause a resulting harm, but included contact that could be reckless. In the face of Petitioner's hypotheticals, Petitioner struggles to even conceive of a hypothetical example of where there is a reckless battery that would -- against a family member that would not constitute a misdemeanor crime of domestic violence. The converse is that Congress enacted Section 19 -- 922(g)(9) to address a vital -- vital public safety problem.
It identified those who had been convicted of battering their family members as posing a dramatically increased risk of perpetrating future gun violence against their family. This Court should continue to interpret Section 922(g)(9) in light of that compelling purpose. If there are no further questions.",1,1
2015_14-10154,j__clarence_thomas,152,"Well, I'm -- I'm looking at the -- you're saying that recklessness is sufficient to trigger a violation -- misdemeanor violation of domestic conduct that results in a lifetime ban on possession of a gun, which, at least as of now, is still a constitutional right.",ilana_eisenstein,"Your Honor, I -- I'm thinking about that, but I think that the -- the question is not -- as I understand Your Honor's question, the culpability necessarily of the act or in terms of the offense --",1,1
2015_14-10154,j__clarence_thomas,154,Can you think of another constitutional right that can be suspended based upon a misdemeanor violation of a State law?,ilana_eisenstein,"Your Honor, to address --",1,1
2015_14-10154,j__clarence_thomas,156,I'm -- this is a -- how long is this suspension of the right to own a firearm?,ilana_eisenstein,"Your Honor, while I can't think of specifically triggered by a misdemeanor violation, other examples, for example, in the First Amendment context, have allowed for suspension or limitation of a right to free speech or even free association in contexts where there is a compelling interest and risks associated in some cases less than a compelling interest under intermediate scrutiny.",1,1
2015_14-10154,j__clarence_thomas,158,"Okay.
So can you think of a First Amendment suspension or a suspension of a First Amendment right that is permanent?",ilana_eisenstein,"Your Honor, the right is suspended indefinitely.",1,1
2015_14-10154,j__clarence_thomas,160,"So in each of these cases had -- did any of the defendants, or in this case Petitioners, use a weapon against a family member?",ilana_eisenstein,"Your Honor, it's not necessarily permanent as to the individual, but it may be permanent as to a particular harm.
And here Congress decided to intervene at the first instance that an individual is convicted of battering their family members because it -- it relied on substantial and well-documented evidence that those individuals pose a -- a long-term and substantial --",1,1
2015_14-10154,j__clarence_thomas,162,"So that the -- again, the suspension is not directly related to the use of the weapon.
It is a suspension that is actually indirectly related or actually unrelated.
It's just a family member's involved in a misdemeanor violation; therefore, a constitutional right is suspended.",ilana_eisenstein,"In neither case did they, but these Petitioners --",1,1
2015_14-10154,j__clarence_thomas,164,Even if that -- if even if that violence is unrelated to the use -- the possession of a gun?,ilana_eisenstein,"Yes, Your Honor, but I believe that in terms of the -- the relationship between Congress's decision to try to prevent domestic gun violence and its means of doing so --",1,1
2015_14-10154,j__clarence_thomas,166,"Well, let's -- let's say that a publisher is reckless about the use of children, and what could be considered indecent displays and that that triggers a violation of, say, a hypothetical law against the use of children in these ads, and let's say it's a misdemeanor violation.
Could you suspend that publisher's right to ever publish again?",ilana_eisenstein,"Well, Your Honor, I think the studies that Congress relied upon in formulating the -- the misdemeanor crime of domestic violence ban didn't -- were directly about the use of a gun because what they showed is that individuals who have previously been -- battered their spouses, pose up to a six-fold greater risk of killing, by a gun, their family member.",1,1
2015_14-10154,j__clarence_thomas,168,So how is that different from suspending your Second Amendment right?,ilana_eisenstein,"Your Honor, I don't think you could suspend the right to ever publish again, but I think that you could limit, for example, the manner and means by which publisher --",1,1
2015_14-10154,j__clarence_thomas,170,Would you have a better case if this were a gun crime?,ilana_eisenstein,"Your Honor, I think that in terms of a -- the compelling purpose that was identified here, which was the prevention of gun violence and the individual nature of the -- of the underlying offense, so here this isn't a misdemeanor crime directed at any person at large.
These are misdemeanor batteries directed at members -- specified members of the -- of that individual's family.
Congress --",1,1
2018_17-9572,j__clarence_thomas,232,"Ms. Johnson, did you -- would you be kind enough to tell me whether or not you exercised any peremptories?",sheri_lynn_johnson,"Unless this Court has further questions, I will waive rebuttal.",0,0
2018_17-9572,j__clarence_thomas,234,"Well, did your -- were any peremptories exercised by the defendant?",sheri_lynn_johnson,I was not the trial lawyer.,0,0
2018_17-9572,j__clarence_thomas,236,And what was the race of the jurors struck there?,sheri_lynn_johnson,They were.,0,0
2019_19-631,j__clarence_thomas,15,"Thank you, Chief Justice. Mr. Stewart, it would seem a bit odd, as you suggest, that we sever the exception, but, here, it doesn't seem -- this remedy doesn't seem to give anything to Respondent.
It doesn't add any more speech for that for the Respondent.
And it seems to be taking speech actually away from someone who's not in this case.",malcolm_l_stewart,-- would clearly have --,0,0
2019_19-631,j__clarence_thomas,17,"Well, I'd like to shift gears and -- and focus, just ask the question about your strict scrutiny analysis. You seem to focus on the interest that the individual has in privacy of the cell phone. But it would seem to me that that privacy interest is actually not nearly as great as you would -- as a person would have in the landline phone at home or in even someone knocking on their front door.",malcolm_l_stewart,"I mean, that -- that may be true, but the Court's task in determining the appropriate remedy is to kind of follow established principles of severability, to look to indicia of Congress's likely intent. And if the result is that the plaintiff at the end of the day doesn't get the practical result that it was looking for, that's not a reason to kind of re-jigger the constitution -- the severability analysis.
I mean, it -- it often is the case that a plaintiff can achieve a practical victory only on -- by prevailing on both of two legal questions. And sometimes it is a question both of the merits of the claim and of the appropriate remedy.
And if a court holds that, yes, you were right, you've established the existence of a violation, but the statute read properly simply doesn't authorize the remedy you seek, that that's one of the chances that the plaintiff takes when it pursues a claim that depends on prevailing on two separate legal propositions. The plaintiff persuaded the court as to one legal proposition, didn't persuade the court as to a second proposition that was really essential to getting the practical result it wanted -- that's not an unusual situation in the law.",0,0
2019_19-631,j__clarence_thomas,90,"Thank you, Mr. Martinez.
The -- the problem that I have is you -- you just said that the -- the issue, that the real problem here is the restriction.
But the evidence -- the focus here is on the exception, the restrict -- if you solve the exception problem, it doesn't solve your restriction problem, particularly if you sever that. And that's the -- sort of the asymmetry that's coming out.
The problem is one thing, that is, that the restriction, but the constitutional problem is really the exception. But then the -- so why don't you -- I'd like you to explain why -- what you just said, why the restriction is the constitutional problem as opposed to the exception.",roman_martinez,But even as to the intent --,1,0
2019_19-631,j__clarence_thomas,92,Yes.,roman_martinez,"Right.
And let me start with the -- with -- with the two things that I think the exception does.
Number one is it in -- introduces a content-based distinction.",1,0
2019_19-631,j__clarence_thomas,94,So what --,roman_martinez,"And it defines the scope of the restriction and therefore triggers strict scrutiny. But, number two, and more importantly for purposes of our constitutional theory, what the exception does is it reveals the underlying frailty, the underlying insufficiency of the justification for the restriction. And why does it do that? It does it because you have Congress saying because we want to get more money, we are willing to trade off privacy for revenue.
And so Congress is coming in and making a judgment that money is more important than privacy.",1,0
2019_19-631,j__clarence_thomas,96,-- would your argument be if the exception did not exist?,roman_martinez,And I think --,1,0
2019_19-631,j__clarence_thomas,98,But what would the --,roman_martinez,"If the exception did not exist and we were looking at the law today, I think -- I think our argument would be weaker, but I think we would still be able to show that the restriction would be unjustified. And I think the --",1,0
2019_19-631,j__clarence_thomas,100,"-- content-based -- I mean, what would the analysis be?",roman_martinez,-- main thing we would --,1,0
2019_19-465,j__clarence_thomas,17,"Thank you, Chief Justice. Mr. Lessig, just a preliminary question.
Should we ask ourselves whether or not the State is granted the authority to regulate the vote of the elector, or are -- is -- should we ask ourselves whether the Constitution prohibits the State?",lawrence_lessig,"Well, Your Honor, that obligation requires the states to pick a select slate of electors that fits with the winner of the national popular vote, and that slate of electors then would have the same discretion, legal discretion, that we believe any elector has. But, of course, if there's a national popular vote compact, the number of electors for the winner would be so significant, it would be very hard to imagine any discretion affecting the ultimate result.",0,0
2019_19-465,j__clarence_thomas,19,"So when -- when you make your -- I'm curious.
When you make your federal function argument, is that -- does that depend in part on the fact -- on the -- on the -- your view that the elector has discretion?",lawrence_lessig,"Your Honor, I think you can ask the question both ways, and it's the same answer both ways.
The only argument the State has made in Washington, in the Washington case, is an argument grounded in the Appointment Clause.
They don't invoke the Tenth Amendment. So that would -- the question is whether the Appointment Clause gives them power to control, and we believe they do not. But then you can look at it from the other side and ask, as an elector who is given an obligation to vote by ballot, does that obligation entail a protection from legal regulation? And we believe, just as the Speech and Debate Clause does, it creates an immunity from being punished for how one votes.",0,0
2019_19-465,j__clarence_thomas,21,How do we determine what the contours of this federal function -- of the federal function would be?,lawrence_lessig,"The federal function establishes the discretion, Your Honor.
It's exactly the same as in the cases of Hawke and Leser, where the question was a state legislature's -- a legislator's discretion to vote on an Article V amendment. And, of course, a state legislator works for the state.
He works for the people of the state, he works subject to the constitution of the state.
But what Hawke and Leser establish is that that state legislator is free of the impositions of the state, either through referendum or a constitutional -- the constitution itself, when that legislator votes on an Article V amendment. And that's the same immunity that we think a presidential elector has.",0,0
2019_19-465,j__clarence_thomas,23,But does the -- does the Twelfth Amendment mention discretion?,lawrence_lessig,"I would -- I would look just to the text.
The federal function in balloting, as Ray described it, is the function in casting a ballot, as the Twelfth Amendment describes, and then the additional steps the Twelfth Amendment requires, which is to name the President and Vice President, make lists and so forth, sign and certify and send it forward. That's the function which the Constitution gives to electors, distinct from the power to appoint, which Ray also describes.",0,0
2019_19-465,j__clarence_thomas,25,"You know, can the State remove someone, for example, that's -- I just wonder what limits -- what authority the State actually has here. Can the State remove someone who openly solicits payments for his or her vote?",lawrence_lessig,"No.
The Twelfth Amendment mentions the votes, and, of course, by requiring that someone make a list of the people that were voted for, it implies that there's more than one person that could be voted for. But, of course, the Twelfth Amendment also doesn't mention the State at all.
Yet the way the State conceives of it, the State -- the State is a proctor that stands in the room as the electors cast their votes, looking over their shoulder.
But that's nowhere in the Twelfth Amendment, Your Honor.
The State doesn't appear in the Twelfth Amendment, except to name where the electors will meet.",0,0
2019_19-465,j__clarence_thomas,27,So -- but where --,lawrence_lessig,"You can certainly -- of course, this Court has said in Burroughs and in Fitzgerald v. Green, the state can certainly regulate corruption, and bribery would be corruption.
And we believe that it's absolutely clear that the State has that -- the government has that power right now.",0,0
2019_19-465,j__clarence_thomas,29,-- so where's the authority? Where does that come from?,lawrence_lessig,The question that --,0,0
2019_19-465,j__clarence_thomas,141,"Yes, thank you, Chief Justice. General Purcell, just to -- to clarify, could you give us precisely some of the limitations on the restrictions that the State can impose on elect -- on the electors? I understand you can require them to show up for the vote.
I understand that the -- you have the limit of what's constitutional. But, beyond that, what -- what -- what else limits you?",noah_purcell,"No, Mr. Chief Justice. My -- my -- my -- the critical point is that if the condition is constitutional, then the condition can be enforced by removal or by sanction, just as it has been since before 1800. So, if the condition is you have to show up for the meeting of the Electoral College, the State can enforce that.
If the condition is you have to pledge to vote for the candidate chosen by the state's voters, we know that's a valid condition, the State can enforce it.
So that's the crucial --",1,0
2019_19-465,j__clarence_thomas,143,"Yeah.
Well, I guess that's why we're here, but one other question. The -- I'm interested in, you know, the -- what you think and how we -- how you would define the scope of the federal function concept.",noah_purcell,"Well, I think those are meaningful limits, Justice Thomas, and those are the limits -- this Court has said that the power of states over appointment is exclusive, is plenary. Obviously, as I said, the Equal Protection Clause imposes limits.
Other constitutional provisions, like the Presidential Qualifications Clause, impose limits, such that states can't, for example, restrict electors' choice of who they can vote for in a way that would violate the Presidential Qualifications Clause. But, other than that, the states have plenary authority to appoint electors and to set valid conditions.
And if -- if the condition is valid, if the condition is constitutional, then the condition can be enforced.
That's -- that's our position.",1,0
2019_19-518,j__clarence_thomas,19,"Thank you, Mr. Chief Justice. General, you start your brief questioning standing in this case.
I wonder if you think, under our precedent, there's standing when a person is removed from an elected office?",philip_j_weiser,"Your Honor, we disagree. The Constitution clearly gives states plenary power over electors and as -- acting as a steward of the presidential election system. That means, if electors were to take a bribe, for example, or not to show up, it's on the State to address that point.
If you only left this to Congress in the final instance, that would mean that all Congress could do is remove the elector, not have it be counted. What the states can do is replace an elector and make sure that the state has the constitutionally authorized votes in the Electoral College.
As such, the states play a critical role, and that role includes the power to remove.",0,1
2019_19-518,j__clarence_thomas,21,"So, in -- in a removal case, at what point do you think there would be an injury in fact?",philip_j_weiser,"Your Honor, the past cases involving removal from an elected office, like Powell, for example, involve an official with a salary.
What's unique here is there's no salary or other personal injury. What's at issue here is the institutional role itself.
And as this Court made clear in Smith and a line of cases, an individual doesn't have standing to challenge an institutional role that he or she may believe is unconstitutional.",0,1
2019_19-518,j__clarence_thomas,23,"On -- on a separate issue, you know, throughout, I guess, our history, there have been not pledges among electors.
But can you point to me -- point out the first state law that required pledges in our history?",philip_j_weiser,"Justice Thomas, insofar as someone gives up a salary, like in Humphrey's Executor, you have injury in fact.
If it is a honorary position, a volunteer position, there's no personal injury, there's merely a quarrel with the institutional role.",0,1
2019_19-518,j__clarence_thomas,25,"You attach yourself to the arguments of General Purcell, so I do want you to -- I understood his comments on -- on the federal -- scope of the federal function concept or argument.
Could you give me what your take is on that?",philip_j_weiser,"I can, Justice Thomas. It was Oregon.
It did so in the late 19-teens. And what I want to underscore is that wasn't the first time an elector was removed for violating a pledge. In 1912, Nebraska, without any elector binding law, did remove an elector who had promised to violate the pledge because the court, in that case, the Nebraska Supreme Court, said it would have been a fraud on the people of Nebraska.",0,1
2019_19-518,j__clarence_thomas,27,"Thank you, General.",philip_j_weiser,"With pleasure, Justice Thomas.
Our view is that doctrine doesn't really fit here.
Under the Constitution, it's the role of the states as stewards overseeing the presidential election process. The typical federal function case, like McCulloch versus Maryland, you're worried about a state interfering with a federal official.
Here, as this Court has made clear multiple times, electors are not federal officials.
They are appointed by and oversee and transmit the vote of the states.",0,1
2019_19-518,j__clarence_thomas,119,"Yes, thank you, Mr. Chief Justice. Counsel, you mentioned that senators are free to vote or members of the House of Representatives, but there's some degree of accountability for them when they vote a particular way. What's the accountability here for an elector who strays from what is expected?",jason_harrow,"Not legally, no, Your Honor.
And that shouldn't be surprising because that's the same prohibition that applies to congressional electors, who cannot sell their votes, even though, as a condition of participating in a primary -- and we cite these cases extensively in our reply briefs -- there you can force regular voters to take pledges and oaths to support a party.
You just can't cross that line and enforce them.",1,1
2019_19-518,j__clarence_thomas,121,"But there's also accountability in chambers -- within the Senate, there's accountability as far as removal from office. But you're saying that with an elector, that those other forms of accountability are not available?",jason_harrow,"There are several forms of accountability, Justice Thomas.
The first, of course, is the selection process, because they are party people and, in all 50 states, they're selected by the political parties. From there, after the vote, they can be kicked out of the political party.
They cannot win election.
They -- they can have negative political consequences.
And that's the exact same thing with senators, right? Senators do have accountability, but that accountability comes six years later.
So, if a U.S. Senator, Justice Thomas, promises to support only low taxes and then at every opportunity raises taxes, their only accountability is six years later.
That's the nature of political discretion, and that's the discretion electors have here.",1,1
2019_19-518,j__clarence_thomas,123,"But let's say the -- you know, you mentioned with respect to the State that the State could not -- that after someone dies, that their system is so rigid that you can't make changes because of the -- the death of the candidate. But I think that, on your side, you -- as the Chief Justice alluded to, you have a similar problem because the elector, who had promised to vote for the winning candidate, could suddenly say, you know, I'm going to vote for Frodo Baggins, and that's -- I really like Frodo Baggins.
And you're saying, under your system, you can't do anything about that.",jason_harrow,"They are, Your Honor. There is absolutely party discretion, party meetings, just like any other representative body. And -- and just to -- to quibble slightly, Justice Thomas, with what you said in terms of removal of a U.S. Senator, there's no precedent that we have found of a U.S. Senator being removed, perhaps even by an appointing governor in the case of a vacancy, on the basis of a vote.
Certainly, some sort of criminal misconduct, sure, but not on the basis of a vote.
And that's the -- really the same analogy here.",1,1
2019_19-518,j__clarence_thomas,125,Thank you.,jason_harrow,"Your Honor, I -- I think there is something to be done because that would be the vote for a non-person, you know, no -- no matter how big a fan many people are of Frodo Baggins. That -- that said, I do think the important point is that the framers hashed out these competing concerns.
They hashed it out in Philadelphia in 1787.
They understood the stakes, and they said, among these competing hypotheticals, electors are best placed to make the ultimate selection.
That hasn't changed, Justice Thomas.",1,1
2019_19-431,j__clarence_thomas,18,"General Francisco, a quick question about HRSA's broad authority. You seem to, as you did in your past -- your last answer, suggest that HCRA has almost unlimited authority to both create guidelines and exceptions from those guidelines. First, if you would give us just an idea of what standards are to guide that -- their discretion and -- and the services that are provided, as well as the exemptions that are offered by the guidelines.",noel_j_francisco,"Yes, Your Honor. Respectfully, the church exemption and the effective exemption for self-insured church plans read much more broadly.
They encompass not just churches and their integrated auxiliaries but elementary schools, high schools, colleges, universities, charitable organizations, hospitals, and other healthcare organizations.
So I don't think that they're authorized by the so-called ministerial exception.
Rather, they're authorized by Section 13(a)(4) and by RFRA.",0,1
2019_19-431,j__clarence_thomas,20,At what point do you run into a non-delegation problem?,noel_j_francisco,"Yes, Your Honor. I think there are three limitations that I would point to.
First, because HRSA has the discretion not to require any contraceptive coverage at all, as this Court acknowledged in Hobby Lobby, I think that that plainly encompasses the discretion to require coverage by most employers but not the small number with sincere conscientious objections. Secondly, it's further constrained by the APA's requirement for reasoned decision-making which prohibits arbitrary -- which would prohibit arbitrary exemptions. And, third, I think that the term ""preventive services"" in the statute itself potentially provides yet another limitation since, at the very least, that would encompass the types of things that governments traditionally take into account when regulating in this area, including the impact that their regulations would have on religious believers. And I'd point you to the Federal Register, 83 Federal Register at 58598, where the government goes through in detail the history of according conscientious objectors protections when regulating in these very sensitive medical areas.",0,1
2019_19-431,j__clarence_thomas,74,"Thank you, Chief Justice. Mr. Clement, the -- the -- I'd like you to have an opportunity to comment on the questionable standing of the states in this case, as well as the proliferation of national -- nationwide injunctions, such as the one in this case.",paul_d_clement,And as long as they insisted on --,0,1
2019_19-431,j__clarence_thomas,122,"General, just a brief question that's a little different. I'm interested in your view on standing.
And with your argument for standing in this case, that challenge a regulation, the government's regulation that might impact your costs, the state's costs, seems to suggest that any time there's a rule change at the federal level that affects you, you would have standing. And then that, again, following this case to its remedy of a nationwide injunction, would suggest that in these sorts of cases, a nationwide injunction would be appropriate. I'd like you to have -- to comment on that.
It seems to be somewhat problematic and to suggest that there's a problem with both standing and nationwide injunctions if they are this easy to -- to get.",michael_j_fischer,"Mr. Chief Justice, our answer is that that is the only reasonable reading of the text of the Women's Health Amendment.
The ""who must provide"" is answered by the beginning of 13(a).
It says, ""A group health plan and health insurance issuer offering individual health insurance coverage shall at a minimum provide coverage for, and shall not impose any cost-sharing requirements for."" Now ""shall"" is mandatory, as this Court recently acknowledged again in the -- the cost-sharing case recently dealing with the ACA. Below that language, there are four separate categories of services to be covered.
Nobody disputes that the first three are mandatory, that all covered insurers must cover the first three. The only dispute comes in the fourth one, which is, with respect to women, such additional preventive care as provided for in comprehensive guidelines. And in the hypothetical that -- that Your Honor referred to, which I believe is in the -- the Texas amicus brief, they modified the language of this requirement by taking out the ""such additional"" language.
That language is key because it answers the question of what services are insurers to provide. Well, with respect to women, it is such additional preventive care and screenings as provided for in comprehensive guidelines.
So ""as provided for"" clearly modifies ""such additional care and screenings."" It doesn't go beyond that in giving --",1,1
2019_19-431,j__clarence_thomas,124,Thank --,michael_j_fischer,"Thank you, Your Honor. And to -- to be clear, we have to satisfy standing requirements just as any other litigant has to show standing.
And we did in this case by showing that the rules would impose costs on Pennsylvania and New Jersey, and that is in some way sort of the most basic type of injury that all parties, not just states, allege in showing harm. Now my friend on the other side referred to Massachusetts versus EPA, which certainly recognizes that states have a special place in our constitutional order.
However, we still demonstrated that based on the government's own estimates of the number of women affected, these rules would impose direct costs on us. And with respect to the question about nationwide injunctions, first of all, I want to stress that we're here in a preliminary posture. We were granted a preliminary injunction.
We've moved for summary judgment.
The government requested that the case be stayed.
The district court granted that.
We could have the case wrapped up now. The analysis with respect to nationwide injunctions is different, we submit, in the context of an APA challenge, where the ultimate remedy available is that the Court shall set aside a rule that is invalid. If courts sort of were able to slice and dice rules and say, well, agency, you can enforce this with this person, but it stays in effect as to everybody else, the result really would be regulatory chaos. So where a challenge is brought under the APA to a regulation, taking account of that final remedy that's available, granting preliminary relief on a nationwide basis is appropriate. It was also appropriate here because the district court found in a very thorough, very well-reasoned discussion that acknowledged Your Honor's concerns, as expressed about nationwide injunctions, discussed this idea that -- that there's significant cross-border harms here that simply couldn't be addressed in a more narrow injunction.",1,1
2019_19-431,j__clarence_thomas,126,"-- you.
The -- it would seem, though, that -- that, ultimately, you could get, if that's the argument, nationwide injunctions with virtually any regulatory change.",michael_j_fischer,And --,1,1
2019_19-431,j__clarence_thomas,128,I don't mean to cut you off --,michael_j_fischer,"I don't believe that's the case, Your Honor.
I would -- I would think that there are many regulations that are not going to impose costs on the states directly or indirectly. And -- and, certainly, in a nationwide injunction context, I think it would still depend on the specifics of the rule being challenged and the nature of the harm that the challengers are alleging. And -- and as I again indicated, the -- the district court really took account of all these concerns, talked about the need for percolation among the circuit courts, and -- and acknowledged, frankly, in -- in plain terms that fashioning preliminary relief is an imperfect science, that district courts try their best and they're reviewed for the abuse of discretion standard.
I think that --",1,1
2019_19-431,j__clarence_thomas,130,"-- but one -- I do want to get in one question about when the APA was adopted, do you think there were such things as nationwide injunctions, or were they handled on a case-by-case basis?",michael_j_fischer,-- is what --,1,1
2019_18-9526,j__clarence_thomas,7,"Yes, counsel.
In Solem and in Parker, those cases only involved the disposition of surplus land.
And, here, of course, there's much, much more being done in a whole series of statutes involving both sovereignty and the allotment of land. Can you point to any case in which we've applied the Solem fact framework to a case that does as much as this -- as being -- as is being done in this case?",ian_h_gershengorn,"So, Your Honor, I think both the precedent and the language support the idea that this is not a dependent Indian community.
What this Court said in Venetie and what Judge -- then Judge Gorsuch said in Hydro Resources is that the dependent Indian community label is a catchall for tribes that did not have a reservation and are not on restricted lands.
The best evidence of what Congress thought about whether Creek lands were a reservation under the statute is that Congress referred to those lands as a reservation under the statute. With respect to Sandoval and the other cases, it is crystal-clear that when Sandoval and those cases are using the term ""dependent Indian community"" that they are describing tribes and other groups that are within Congress's broad power to legislate for -- for tribes broadly.
They are not excluding the -- the Creek. Indeed, and --",0,0
