case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
16-373,j__neil_gorsuch,75,In no event.,thomas_c_goldstein,"Well, it's in no event, what?",0.0,0
16-6219,j__neil_gorsuch,14,"But, counsel --",seth_kretzer,"Oh, no, he did not say, then please do give the new one.
There's no doubt the objection could have been better calibrated.
And yet the closing, a discrete, complete sentence said, we object to giving of the supplemental instruction.
And immediately thereafter, the State trial judge said, overruled.",0.0,0
16-6219,j__neil_gorsuch,16,"Sorry, counsel. Just to follow up on Justice Sotomayor's point, I think you argued at page 228 of the Joint Appendix that trial counsel's objection was not sufficient to cover the charging error, and I think that the Federal district court on habeas found the same thing on page 366. And so that raises, to my mind, a question whether Martinez applies here.
Couldn't -- couldn't your client have brought a Martinez claim? And isn't the Martinez rule premised on the idea you get one clear shot at bringing the issue? And -- and maybe the absence of one clear shot here would bring you within the rule of Martinez, and that would take care of this case. What am I missing there?",seth_kretzer,And it must be remembered -- oh --,0.0,0
16-6219,j__neil_gorsuch,83,"Counsel, we spent a lot of time talking about Martinez, but one case we haven't discussed is Coleman.",seth_kretzer,"I think the problem is that the question here is not a Strickland determination as to the direct appellate attorney in this case.
There may have been a strategic reason not to raise the claim. I would rather be skeptical, considering the direct appellate brief specifically did not request oral argument.
There were no page limitations they were up against or anything like that, but that would be something that would be sorted out at a Strickland hearing where this -- the first prong, the tactical reason for doing or not doing something, would be pressed out in detail.",0.0,0
16-6219,j__neil_gorsuch,85,"And Coleman sets out the general rule that ineffective assistance by counsel in collateral review does not suffice to establish cause for purposes of Federal habeas.
That's the general rule.
And Martinez carves out a small exception for when there wouldn't be any chance to raise an issue in State court at all.
And that doesn't apply here because trial court counsel could have raised this issue.
We all admit that. So when we -- when we overrule a precedent, or part of a precedent, as I think you're effectively asking us to do with Coleman, we normally don't just ask about the merits.
We also ask about the reliance interest, the workability, whether the question is statutory rather than constitutional.
And I didn't see you address any of those factors in your brief.
And I'm wondering what I'm supposed to make of that.
Help me out.",seth_kretzer,Yes.,0.0,0
16-6219,j__neil_gorsuch,212,Counsel --,seth_kretzer,"The point at which my friend elicited a little bit of laughter in the courtroom is when he talked about whether or not actual innocence would apply to actual innocence of the death penalty, and he said that would be an issue for a future day. I think it bears to note that the error in this case, in Mr. Davila's case, was a guilt/innocence phase error.
In other words, error that arose at the guilt/innocence phase.
In other words, had the jury been allowed, properly instructed, Mr. Moblin -- with Mr. Davila's theory of defense, he would not have been able to get the death penalty.",0.0,0
16-6219,j__neil_gorsuch,214,"-- I don't know whether we'd create a couple of strange incentives if -- if we went down your road. If procedural default by State habeas counsel, ineffective assistance of appellate counsel is cause, I can see a world in which State habeas counsel might have an incentive not to raise it, you know, might actually be ineffective assistance of State habeas counsel to raise the issue, because Federal habeas may be more forgiving.
So what do we about that problem, number one? And, number two, do we also create an incentive for States to stop using collateral review to test IAC claims? They don't have to do that.
It's generally thought to be favorable to defense that they do do that, because it gives defense a chance to present evidence and prepare and do things like that.
Some States don't permit it.
Oklahoma, my old jurisdiction, it was very hard for defense counsel.
And don't we create an incentive to go back to that, the bad old days? And -- and so by adding more procedure and perfecting this, do we actually wind up hurting the defense interests in this case?",seth_kretzer,This was the critical issue in the case.,0.0,0
16-6219,j__neil_gorsuch,216,"Why? Why? If it's -- if it's -- if it's the effective best strategy for your client, I would think that's exactly what you'd do.",seth_kretzer,"Any State habeas attorney who would deliberately fault a claim from State habeas because they think they could get an ultimately more favorable meritorious review in Federal court would necessarily be violating any number of rules of professional conduct.
As an initial matter, they would be --",0.0,0
16-529,j__neil_gorsuch,63,"Well, the same thing is true in the criminal context, right? I mean, we have criminal forfeitures where the money goes to the government and sometimes it's distributed to victims, but we don't doubt that those are penal in nature.",adam_g_unikowsky,"Right.
So if this was genuine restitution, in other words, if the district court entered a judgment and the judgment was the government is standing in the shoes of a private plaintiff, and there was a judgment in favor of some class of victims, then it's possible that a different set of statute of limitations would come into play.
And that's the statute of limitations for private plaintiffs. We cite an old case called Beebe in our reply brief, in which the Court holds that, in that case, those statutes of limitations are imported as against the government.
But because the government has been arguing for decades that that's the wrong rule, both in the context of the statute of limitations and many other contexts. Like, for instance, you know, the question of whether disgorgement is equitable, we quote a brief that the Commission filed in Eighth Circuit, where it says, the reason that disgorgement is equitable is that it's not restitution.
It's not compensatory.
The government says that criminal restitution judgments are completely irrelevant to the calculation of disgorgement because it's not compensatory.
As I mentioned, the government's position is that victims don't even have standing to challenge the way these funds are distributed because disgorgement is not compensatory. So I think that the SEC should be taken at its word and taking the positions they've been taking for decades.
And because the SEC has taken that position that this is not restitution, the fact that sometimes the SEC can distribute the money to the victims shouldn't affect the nature of the remedy as the SEC has been arguing for a long time.",0.0,1
16-529,j__neil_gorsuch,65,So does everything turn on whether the government labels a -- a particular disgorgement civil versus criminal?,adam_g_unikowsky,"I -- I agree, Justice Gorsuch.
And, in fact, in -- in the case the Court recently heard on Section 853(a)(1), the government emphasized in its brief that in many cases forfeitures can go to victims of crime.
But still, that is still a traditional punishment. And, in fact, penalties -- Sarbanes-Oxley has a statute that says -- excuse me, Sarbanes-Oxley has a provision that says that even civil penalties in many cases, must go to victims.
But not that doesn't mean it's not a penalty, because it's not a restitutionary judgment for the victim.
It's money that goes to a government official who can distribute it to victims, but it's still ultimately a payment to the government.",0.0,1
16-529,j__neil_gorsuch,209,"Ms. Goldenberg, when we get to the criminal context, this very same remedy of disgorgement of everything is often called a forfeiture, and it is a penalty; right? So why does it make a difference that we just happen to be in the civil context?",elaine_j_goldenberg,"Again, I think this is an issue of the scope of disgorgement that's not before the Court now.
But the -- the analysis I think is best set out in a Ninth Circuit decision called Wallenbrock, which points out that sometimes expenses can be deducted.
For instance, if you have a legitimate business that you're running and you just are skimming some money out of your clients' accounts, but you really do have legitimate business expenses, in that circumstance, courts have allowed deduction of expenses so as to make sure that you're just getting the unjust enrichment. If you're running a Ponzi scheme or something of that nature and your whole business is a fraud, in that circumstance, courts have not allowed deduction of expenses because those expenses are really just money that was stolen from the investors.
And so --",1.0,1
16-529,j__neil_gorsuch,211,The very same remedy.,elaine_j_goldenberg,"Well, there are forfeitures and there is restitution in the criminal context. That's certainly true.",1.0,1
16-529,j__neil_gorsuch,213,Right.,elaine_j_goldenberg,"In circumstances -- well, I don't think it's exactly the same.
In circumstances in which, for instance, the government forfeits things in the criminal context and it eventually sends money back to the victims, that's in the government's discretion rather in the control of the Court.",1.0,1
16-529,j__neil_gorsuch,215,"So why does the form, whether this is civil versus criminal, make all the difference?",elaine_j_goldenberg,But what I think makes a difference --,1.0,1
16-529,j__neil_gorsuch,217,"And how do we ever know? I mean, goodness gracious, the difference between civil and criminal has vexed this Court for many years.",elaine_j_goldenberg,"Well, this Court's decision --",1.0,1
16-529,j__neil_gorsuch,227,"And sometimes the money goes to the victim and sometimes it doesn't.
Just like here.",elaine_j_goldenberg,"Well, just to be clear, I think what you're talking about now is proceeds forfeiture.
That would be the equivalent of what Your Honor described in the criminal law.
And I think in the criminal context, it really is different.
And this Court's decision in Kelly explains that.
The whole purpose of a criminal proceeding is to punish. Forfeiture is imposed as part of the criminal sentence in a criminal proceeding as part of the punishment.",1.0,1
16-529,j__neil_gorsuch,229,"Well, here we don't know, because there's no statute governing it.
We're just making it up.",elaine_j_goldenberg,"Well, as I say, that's in the government's discretion, and that is not like here. Here, it's --",1.0,1
16-529,j__neil_gorsuch,231,Not in this Court.,elaine_j_goldenberg,"Well, I wouldn't say that, Your Honor.
There are almost 50 years of precedents on how this should work, and I think the way it worked is --",1.0,1
16-529,j__neil_gorsuch,245,"We don't apply the canon in criminal cases, so why should we apply it in a case where the penalty is identical to what might be a criminal penalty?",elaine_j_goldenberg,"Well, it's true that in that such circumstance, you would show that there was some danger of bad conduct in the future, but you would use the existence of the bad conduct in the past as part of that evidence. So I think that there is not a danger that -- that things are going to go awry here.
Congress has been aware this whole time,that disgorgement is operating this way, including in pre-1990 cases that were brought more than five years after the earliest of the bad conduct. I would like to emphasize one more time, if I could, the narrow construction canon here, because I think if the Court has any doubt about the meaning of penalty and forfeiture, at the very least, those terms are ambiguous.
We've come forward with all kinds of contemporaneous sources --",1.0,1
16-529,j__neil_gorsuch,247,Like lenity.,elaine_j_goldenberg,"Well, it's true that it's not applied in criminal cases, where there are other canons that are at play, like the canon --",1.0,1
16-309,j__neil_gorsuch,30,"Well, that's -- that's the anomaly I'm stuck with, and maybe you can help me with, Mr. Landau, is that 1425 doesn't contain an express materiality provision.
1451 does, in one provision, one clause, but not another.",christopher_landau,"The -- the good moral character provision, Your Honor, which is 1101(f)(6), 8 U.S.C 1106(f)(6), is our friend in this case, because you're absolutely right.
We have conceded that she told a lie. But 1101(f)(6) does not make every lie preclusive of good moral character.
It only makes a particular kind of lie preclusive. There's a list of things that preclude good moral character, and among them is a lie for the purpose of obtaining an immigration benefit.
That was one of the things that the government had to prove at trial. And they charged her with that.
And if, in fact, she were convicted of that, that would preclude -- that would disqualify her from naturalization, because you cannot establish good moral character categorically if you have told that lie for that purpose.
But I think that underscores, Your Honor, that Congress did not intend to make every lie on the form per se disqualifying. To be sure, they may be relevant to good moral character.
But where Congress wanted to make a particular kind of lie preclusive of good moral character in 1101(f)(6), it did so specifically.
And -- and so the applicant has the burden under Section 1427(a)(3) of proving good moral character. And so, again, I think that section is our friend here because it shows the anomaly of the government's position that basically any lie automatically makes you liable under Section 1015.
It's Section 1015, under their view of -- of Section 1425 as a pure look-through statute to 1015, sucks up any violation of 1015(a), which, again, has no materiality there for them, has no materiality in 1425(a), and --",0.0,1
16-309,j__neil_gorsuch,32,And then some of the predicate acts for 1425 do and others don't.,christopher_landau,Right.,0.0,1
16-309,j__neil_gorsuch,34,"So it seems like, linguistically, we have to do some somersaults to get where you want to go, because no one would say that to violate 1425, you have to prove, say, a material genocide, right?",christopher_landau,Right.,0.0,1
16-309,j__neil_gorsuch,36,"Okay.
So we have to -- it would be material -- not only would we have to add the word ""material"" to 1425 that isn't there, we'd have to limit its impact to some predicate offenses and not others.",christopher_landau,"I couldn't agree with you more, Your Honor.",0.0,1
16-309,j__neil_gorsuch,38,"Statement-based ones, I think your position is.
That's a lot of linguistic somersaults to add to a -- a statute, isn't it?",christopher_landau,"Your Honor, I --",0.0,1
16-309,j__neil_gorsuch,40,"How is that? Because it says illegally procure, and then it talks about material misrepresentations in two separate clauses.",christopher_landau,"I -- I don't think so at all, Your Honor.
I think -- I think you have to look -- again, I think the contrast with civil denaturalization provision, 8 U.S.C 1451(a) is a very powerful point in our favor.",0.0,1
16-309,j__neil_gorsuch,42,"Suppose Fedorenko's interpreted the language ""procure,"" and doing it illegally, is anything in the course of the proceeding --",christopher_landau,"Correct.
And if -- if Your Honor wanted to take a -- the most natural kind of textual reading, you would say, okay, here in 1425, we only have the general one, procured contrary to law.
So the most natural, pure, textual approach would be to say, well, then, that shouldn't cover statement offenses at all, because statement offenses were broken out and that would render the statement offenses in 1451(a) it referenced --",0.0,1
16-309,j__neil_gorsuch,44,"-- right? So that's the answer to that, isn't it?",christopher_landau,Well --,0.0,1
16-309,j__neil_gorsuch,46,"Well, then -- then, that concession right there answers my problem, doesn't it?",christopher_landau,"No.
No.
But I think -- I think the point is, Your Honor, we -- nobody is fighting that -- that Section 1425(a) is broader than statements. But I think what you can't do is --",0.0,1
16-309,j__neil_gorsuch,106,"Well, if that's the case, how do we distinguish between 1425(a) and (b)? (a) says that it has to be a procured contrary to law; (b) says, you know, procured when it's not -- when you're not entitled to it.
It seems to me that (b) does the work you're describing, that -- that the lie or the illegal act has something to do with the underlying entitlement as opposed to a lie or something illegal in the process of. Can you help me out with that?",christopher_landau,"And, Your Honor, this was the crux of the debate in the plurality opinion in Kungys between Justice Scalia and Justice Stevens.
And, I mean, that's a very interesting debate. But, actually, in the majority part of Kungys in part 2(a) the majority there, the Court, speaking through Justice Scalia, defined materiality, I think in a way that is pretty darn close to but-for.
It said -- it -- it's not quite there, but it said: A natural tendency to produce the conclusion that the applicant was qualified for citizenship. So, again, I think the real crux here is not just might this have led to an investigation.
It really has to go to the qualifications for citizenship, because that's what this whole thing is about.
We're trying to figure out, did we naturalize somebody who shouldn't have been naturalized.",0.0,1
16-309,j__neil_gorsuch,108,I'm just stuck there.,christopher_landau,Yeah.,0.0,1
16-309,j__neil_gorsuch,110,You have to do something different; right?,christopher_landau,"I mean, I -- I think again, you know, (a) -- (a) is really about the procurement of citizenship -- you know, that's an interesting point, Your Honor.
The government has never really drawn any distinct between 1425(a) --",0.0,1
16-309,j__neil_gorsuch,112,One would hope.,christopher_landau,Well --,0.0,1
16-309,j__neil_gorsuch,266,"If that's true, though, Mr. Parker, what do you do with 15 -- 1425(b)? What's the difference between (a) and (b) on the government's account? (a) says you -- you procure contrary to law, naturalization; (b) says you procure naturalization you're not entitled to.",robert_a_parker,"That -- that relationship, in our view, is that the laws have to be the laws governing naturalization.
And what that means is there are laws governing who may be naturalized and there are laws governing how they must do so.",1.0,1
16-309,j__neil_gorsuch,268,"So (b) would be you were -- you were not entitled to begin with, and (a) is you may have been entitled, but you lied in the process of.",robert_a_parker,"Well, I think that the reference to being entitled in subsection (b) reinforces our point that ""contrary to law"" doesn't necessarily mean that you weren't entitled to the naturalization. It means that you violated the rules that Congress had set forth governing who can be naturalized and how they must do to.",1.0,1
16-5294,j__neil_gorsuch,124,"But, counsel, if we could just follow up on that.
Doesn't it imply that a neutral expert would be permissible?",stephen_b_bright,"Well, I think it was giving Baldi -- Smith v. Baldi a respectable burial is what it boils down to, because the court says we're in fundamental disagreement and points out that Baldi is a case that comes from 1953.
At the time that case was decided, there wasn't even a right to counsel for -- for defendants.
So the court says this is of another time and other variables and, therefore, it's -- it's not -- keep us from -- from facing -- taking on this issue about --",0.0,0
16-5294,j__neil_gorsuch,126,"Where -- where is the stopping point, then? Because common law history, our tradition is that often courts could apply and appoint a neutral expert of its own choosing.
If the defense now has a right to a particular kind of expert, partisan expert --",stephen_b_bright,"No.
I think it says that was the old days.
Those were the horse-and-buggy days, or almost there, and this is today.
And today, mental health is hotly contested.
It takes experts on both sides.
And for the defense to --",0.0,0
16-5294,j__neil_gorsuch,128,"Well, if I might just finish, and then you can tell me where I've gone off the rails. Where's the stopping point? Is it just psychiatry? Would we also have to apply the same rule in other kinds of medicine, perhaps? Forensic science? Where is the stopping point that you would advocate for the Court?",stephen_b_bright,It's not a partisan expert. I'm sorry.,0.0,0
16-5294,j__neil_gorsuch,130,But it would be something we'd have -- an implication we would clearly have to consider.,stephen_b_bright,"Well, I wouldn't advocate it because it's not before the Court in this case.
And --",0.0,0
16-5294,j__neil_gorsuch,132,"Experts widely disagree on everything.
That's why --",stephen_b_bright,"Well, but -- but the thing that the Court has to consider here is the unique nature of mental health and the fact that experts widely disagree on mental health.",0.0,0
16-5294,j__neil_gorsuch,134,-- you hire them.,stephen_b_bright,And that --,0.0,0
16-5294,j__neil_gorsuch,136,And why they cost so very much.,stephen_b_bright,And that may mean --,0.0,0
16-5294,j__neil_gorsuch,138,"That's -- that's my other question, is if due process requires a partisan expert, surely it would also require a partisan lawyer, in which case what does the Sixth Amendment do? Does it guarantee the -- the right of effective assistance of counsel, it's just superfluous?",stephen_b_bright,"And -- and many courts, State courts, other courts, have said and, of course, under the Criminal Justice Act in the Federal courts, that where there are other issues, there may be other experts as a due process question --",0.0,0
16-5294,j__neil_gorsuch,225,Mr. Brasher --,andrew_l_brasher,"Well, with respect, Justice Kagan, this is what the Court said in Lopez about how you evaluate this issue.
The Court said, quote -- I'm sorry -- the Court said, you look at, quote, ""the specific question presented,"" end quote, in the case, and you see whether it's come up again. And so the specific question presented here is about whether a neutral expert can satisfy the Due Process Clause.
That wasn't presented in Ake. And just to be clear, in Ake, there was a motion filed for a psychiatric evaluation for sanity at the time of the defense, and that motion was denied. The -- the motion that was filed here for a psychiatric evaluation for mitigating circumstances, the two motions, both before trial and the full psychological evaluation after the penalty phase, both were granted.",1.0,0
16-5294,j__neil_gorsuch,227,"Mr. Brasher, one piece of evidence about what a holding means is what the parties ask for in an adversarial system, where parties generally control the outcome of cases, in terms of the issues presented.
And in Ake, as I understand it, defense counsel asked for either a partisan expert or a court-appointed expert.
Would have been satisfied with either one. Is my understanding wrong?",andrew_l_brasher,And that's the dispositive --,1.0,0
16-5294,j__neil_gorsuch,232,Maybe what the parties actually --,andrew_l_brasher,"Well, just to be clear, Justice Kagan, I'm not saying you look at the cert. petition itself.
I'm saying you look at the question presented on the facts of the case.
Because, once again, we're not doing statutory interpretation.
The effort here is not to determine the intent of the author of Ake.
The question here is to determine what Ake clearly established. And just the way you interpret judicial opinions has to be in light of the facts of the case, and the question that's actually presented in the case. Because this is the first time that someone from the State has been able to make this argument to you, because it was not presented in Ake at all.
The State of Oklahoma --",1.0,0
16-399,j__neil_gorsuch,30,Mr. --,christopher_landau,"And we'd point out a footnote in our reply brief that we find that a very surprising assertion in the government's brief, because that's clearly wrong.
You don't lose your civil service claim. The statute very clearly, 7702(a)(2), sets forth the agency EEO as an alternative to the MSPB for exhausting mixed claims. And so I -- I don't know where that idea came up, but we --",0.0,0
16-399,j__neil_gorsuch,32,"Mr. Landau, that -- that raises a question I have for you.
Seem -- seems to me that both sides agree on the premise that mixed cases can go to the district court, so the district court can adjudicate some civil service disputes.",christopher_landau,-- firmly disagree with that.,0.0,0
16-399,j__neil_gorsuch,34,"Where in the statute is that provided? I look at 7703(b)(2), and it speaks of cases of discrimination filed under Federal discrimination laws go to district court.",christopher_landau,Correct.,0.0,0
16-399,j__neil_gorsuch,36,"And then I look at the standards of review.
And the standard of review for the Federal Circuit talks about normal agency, APA-type review, in (c) --",christopher_landau,That's a -- right.,0.0,0
16-399,j__neil_gorsuch,38,-- which makes sense for civil service claims.,christopher_landau,Right.,0.0,0
16-399,j__neil_gorsuch,40,The only standard of review mentioned for district courts is de novo --,christopher_landau,Right.,0.0,0
16-399,j__neil_gorsuch,42,"-- which makes sense for discrimination claims, but not for civil service claims that might tag along in district court.",christopher_landau,Right.,0.0,0
16-399,j__neil_gorsuch,44,So but -- by what -- what authority does a district court ever have the power to hear a civil service claim?,christopher_landau,Right.,0.0,0
16-399,j__neil_gorsuch,46,But putting aside Kloeckner --,christopher_landau,"Just to -- just to start with the latter part of your question, Your Honor, the -- the statute, as is often the case, is not the most carefully drafted.
There is no question -- in fact, the direct holding of this Court in Kloeckner is that mixed cases go to the MSPB.",0.0,0
16-399,j__neil_gorsuch,48,-- looking at the plain language --,christopher_landau,Right.,0.0,0
